Partition	Axis	Class	Language_ID	N_Reviewed_Frame_Families	N_Attested_Reviewed	N_Attested_Unreviewed	N_Missing	N_D_No_R	N_R_No_D	N_Mixed_DR	N_Other_No_DR	N_Uncertain_No_DR	N_Other_And_Uncertain_No_DR	N_Borrowed_Only	N_D_Bearing	N_R_Bearing	N_DR_Informative	N_Any_Uncertain	N_Any_Other	N_Any_Borrowed	N_Partially_Reviewed_Families	D_Over_DR	D_Over_Attested_Reviewed	D_Proportion_DR	D_Proportion_Attested_Reviewed
primary	Domain_V1_Quality	long-apical-input / mixed/uncertain-vowel	Urali	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / mixed/uncertain-vowel	markodi	12	1	0	11	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	AluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Badaga	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0/0	0/1		0.0
primary	Domain_V1_Quality	long-apical-input / u	Belari	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	BettaKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Brahui	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Eravallan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Gadaba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Gondi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	Irula	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kadar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kannada	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	Kodagu	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kolami	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0/0	0/1		0.0
primary	Domain_V1_Quality	long-apical-input / u	Konda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Koraga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kota	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kudiya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kui	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kurux	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Kuwi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	MalaMalasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	MalaPulaya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Malasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Malayalam	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	Malto	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Manda	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	Mannan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Muduga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Muthuvan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Naiki	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Naikri	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Paliya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	PaluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Parji	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Pengo	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	Sholaga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Tamil	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	Telugu	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	long-apical-input / u	Toda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	Tulu	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0/0	0/1		0.0
primary	Domain_V1_Quality	long-apical-input / u	Urali	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	long-apical-input / u	markodi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	AluKurumba	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Badaga	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Belari	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	BettaKurumba	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Brahui	2	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0/0	0/1		0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Eravallan	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Gadaba	2	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Gondi	2	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	1	0/2	0/2	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Irula	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kadar	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kannada	2	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Kodagu	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kolami	2	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Konda	2	2	0	0	0	1	1	0	0	0	0	1	2	2	0	0	0	0	1/2	1/2	0.5	0.5
primary	Domain_V1_Quality	mixed-across-related-entries	Koraga	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kota	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kudiya	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kui	2	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	1	0/2	0/2	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Kurumba	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kurux	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Kuwi	2	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	1	0/2	0/2	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	MalaMalasar	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	MalaPulaya	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Malasar	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Malayalam	2	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Malto	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Manda	2	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Mannan	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Muduga	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Muthuvan	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Naiki	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Naikri	2	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Paliya	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	PaluKurumba	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Parji	2	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Pengo	2	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Sholaga	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Tamil	2	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_V1_Quality	mixed-across-related-entries	Telugu	2	2	0	0	0	1	1	0	0	0	0	1	2	2	0	1	0	0	1/2	1/2	0.5	0.5
primary	Domain_V1_Quality	mixed-across-related-entries	Toda	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Tulu	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain_V1_Quality	mixed-across-related-entries	Urali	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
