Partition	Input_Domain	Language_A	Language_B	Family_ID	Entry_IDs	Outcome_A	Outcome_B	Evidence_A	Evidence_B
primary	short-vowel-initial-singleton-apical	Kota	Naikri	d947	d947	R	R	f_6v42476kqn474;f_d5ulaeyv5wosk;f_u3dtlwu3qvhhy	f_5s6n2h7ol34l4
primary	short-vowel-initial-singleton-apical	Kota	Parji	d77	d77	R	R	f_36rqgbvs25ohc	f_r5edz4iifflgy
primary	short-vowel-initial-singleton-apical	Kota	Parji	d236	d236	R	R	f_evsfermzzmrv2	f_sq4blgl6sszpy
primary	short-vowel-initial-singleton-apical	Kota	Parji	d282	d282	R	R	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_fq6rsdsfasurm;f_zqhyexjf5qxqe
primary	short-vowel-initial-singleton-apical	Kota	Parji	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_4xrayz62bk7ji
primary	short-vowel-initial-singleton-apical	Kota	Parji	d513	d513	R	R	f_jml4l7pw64toa	f_byb3yxzsrgbcc;f_nkx7suqlm5peu
primary	short-vowel-initial-singleton-apical	Kota	Parji	d656	d656	R	R	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_f6lmn6knr67oa;f_zpr6q7erogwx2
primary	short-vowel-initial-singleton-apical	Kota	Parji	d665	d665	R	R	f_exfdgrawdcgfc;f_tvu7e5jiy5d6y;f_yjkcvp5ton6tc	f_gvgqra4orjxl2;f_x6c2jdkkwzwfk
primary	short-vowel-initial-singleton-apical	Kota	Parji	d707	d707	R	R	f_6ft3xzm2e6hdg;f_fghppjfawzfq4;f_qiorvtgoyos5y	f_bp3a4bbidnq6u
primary	short-vowel-initial-singleton-apical	Kota	Parji	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_uemf7ibravrmy
primary	short-vowel-initial-singleton-apical	Kota	Parji	d833	d833	R	R	f_xviwmd55onnx4	f_wgfheuflq564a
primary	short-vowel-initial-singleton-apical	Kota	Pengo	d228	d228	R	D	f_krajbpb6ksp5y;f_q5kywlo5g74xo	f_tasyf3qwllbau
primary	short-vowel-initial-singleton-apical	Kota	Pengo	d282	d282	R	mixed	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_4zc6skqtlpb42;f_7oqe6b2avjchw;f_sjwr74iuk6bva;f_yhkyhhqqsu4fs
primary	short-vowel-initial-singleton-apical	Kota	Pengo	d291+d295	d291;d295	R	D	f_dulylfixyvaqe;f_yewyvpidxhcu4	f_h6aa62zhgpytc
primary	short-vowel-initial-singleton-apical	Kota	Pengo	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_4tl6rayffq456;f_exxipsrxcrr5e
primary	short-vowel-initial-singleton-apical	Kota	Pengo	d443	d443	R	R	f_2bdep5c5dreiy;f_mbil2nwji2hva;f_mfdwj7zjmn2s4;f_my5udzzb5vpg2;f_rdyzy6tnfi5pe	f_tw5za27cwse4g
primary	short-vowel-initial-singleton-apical	Kota	Pengo	d656	d656	R	D	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_75nhqix7tuhuk;f_vqdc5sbr6zdl2
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d63	d63	R	R	f_3ffda2nan4gsa;f_pe6n3sbv4xltm	f_n24eeudesckqa;f_ozoclt2zgnm4u
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d72	d72	R	R	f_l6ud7ipfqtotg	f_32volkpfuzpk6;f_y2gkehxi5ozmw
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d77	d77	R	R	f_36rqgbvs25ohc	f_gbu5e2v54ulz4;f_hmvxhnxifr2e2;f_lfrpjjvqj3a2u;f_zyh3wzb6xvj2e
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d79	d79	R	R	f_cyevisd4o4omq	f_3nv75kwdqoaog;f_g5cok7qpyz4a2;f_g5na5idrg5qia;f_v5o7vwbqjyze4
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d80	d80	R	R	f_4xnogxq7ygdtw;f_hmb5m77xlqboo	f_55codsb7ffihi;f_n7xtwstpi4dpa
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d86	d86	R	R	f_pqqvaj2tigvtk	f_3v2pp5qe3iz3y;f_45d6f2kmecney
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d221	d221	R	R	f_ir2jg5gwx5weo;f_xxlsfejoliag4	f_i23n6p6yd2nno;f_prr6gauhbhiv2;f_xetbzxfy7fvaw
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d228	d228	R	R	f_krajbpb6ksp5y;f_q5kywlo5g74xo	f_cc5mekekbggk2;f_mwebdaot6stds;f_n2bwy2qjn226q
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d229	d229	R	R	f_s73vjhx53cklo	f_owiilhqj5m4py
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d236	d236	R	R	f_evsfermzzmrv2	f_2yjf7rij4kfww;f_hy7y42t5hah6m;f_jz7qu6ukfbbpe
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d240	d240	R	R	f_4i3dojrugsfgu;f_aulyjv3br7bt4	f_2xz5zrxu44oyu;f_hprch6qhljj2k;f_oo4kaoreptwgy
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d64+d88	d64;d88	R	R	f_ccikk4kjdnogy	f_jd4ytvoevzcik;f_odsnezkowbmhw;f_plzxypeoa2372;f_zgeesvh2rot5c
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d76	d76	R	R	f_4dsuurfqi7vog	f_rv3k5n7jjs64s;f_wgr6uql2fkvmw;f_wkqj5xu3lpeu4;f_yggaitd7hlaz2
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d227	d227	R	R	f_owpvi6xgu4pey;f_theu2ccxwipoq	f_3wpyojwg5dkl4;f_i35jsfzoshqni
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d276	d276	R	R	f_5fnnavbwd3n62;f_cnye66m4jzd54	f_27rhv6an4sgr6;f_oqjkpvwmz6czy;f_zwz4ex3dkco5a
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d277	d277	R	R	f_qooz3ncrvygke;f_r2uyzo3msonde	f_hqtso6fajkysy;f_xu2j4zktthn64;f_yh7rap572tgbs;f_z4pu4lzrsjpqa
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d282	d282	R	R	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_ch6ry7tfshpe4;f_fuysc6ft2jmwo;f_wegxopsag57a6
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d291+d295	d291;d295	R	R	f_dulylfixyvaqe;f_yewyvpidxhcu4	f_5okbdqmvx4no6;f_j57uunzlin4gi;f_kq6vrgxupz7ts;f_xsycf7v67v3tm
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d314	d314	R	R	f_jvbjnkwqm5ocg;f_moqgf7uopmul2;f_ovgrqwxoqsu7w	f_24k5zvygtjxj6;f_6z6capj6z5x2a;f_agz5tgcnq7hhs
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d321	d321	R	R	f_aonlhajzvfswe	f_w7yn6q3x6f7ok
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d308	d308	R	R	f_aw5godc6zfk6s;f_grcspieagnq4u	f_ohiaglhneikw2
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d315	d315	R	R	f_3dsgztsxqvedk;f_fdlrtlnlt2dn2	f_eqbjjono77gti;f_kugr7zdpq76u4;f_xn45vvual3dre
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d432	d432	R	R	f_dlsotkyvembkc;f_xc6g7i2qicava	f_7muprgtre577g;f_aeaiyedmdhd6s;f_flaa4woiz5cog;f_id4olpznxk2m2
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d434+d448	d434;d448	R	R	f_2l2venlkpmaci;f_5v7doyt67mroa;f_m22575gym5tg2;f_tm5ozu6mq76mg;f_v7sb6jnvf2jxe	f_4ocjs5fhv7voo;f_azct3hkwg44cg;f_wgwxbfpvrsvkq;f_wosices5lghzi;f_yzn4pk6jjtxee
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_lszm52h7aecxk;f_tnsfbtbqvax4g
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d443	d443	R	R	f_2bdep5c5dreiy;f_mbil2nwji2hva;f_mfdwj7zjmn2s4;f_my5udzzb5vpg2;f_rdyzy6tnfi5pe	f_6xl5vvmbi6qrk;f_ljhdxcfkl5yei;f_qndfedrqohky6
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d449	d449	R	R	f_hqwjq6wfldpa2;f_vx2iqaxicxgic	f_iyuvvb3enpdy4;f_mrcr3rgn6lnbm;f_n2qaqijzh7eu4;f_ne3yygwjnjmvw;f_w5pgw3dtbabsm
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d490	d490	R	R	f_73pcqp5b7367m	f_kribcez353rtc;f_owxa6utyn6cqw
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d480	d480	R	R	f_6bemmqit3k5l4;f_bf344ium3t5cg;f_lajt5som5y5bu;f_qhlqhiiqmuvpo	f_2accacohud54i;f_nxidfy34hbsps;f_q2dmkudps2uby;f_tqvi4nlkq7hio
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d507	d507	R	R	f_cbdqbaxmcnibo	f_oelnayv77kwtc
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d513	d513	R	R	f_jml4l7pw64toa	f_3yljxru5w3mms;f_6xvok7zn5gbls;f_czft6rxhgiyig;f_qhvksitcdkqgc;f_wzfamlgyqm45q
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d516	d516	R	R	f_32ancgz7hoxyi;f_gfyuvphbg4z6u;f_gowqk66bwwhsa	f_3gy3ek57zntfc;f_fxuhdo2mcjpeo;f_hrp23po7zwkcy;f_qadsooupii5p6
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d524	d524	R	R	f_5h6ffp3o2iyve;f_ohukfrqfolwzc;f_rd45sqn5jtyvi	f_izggh3gmfar3s;f_n4avjw2goixe6;f_t3x6d6btpjhbm;f_y3kgerdz5ijoc
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d586	d586	R	R	f_275mtozo4hstk;f_jz2mqjvummazw	f_4cgcyvzjtewtq;f_ii742yygitb5w;f_r7lp5mxtn663a;f_svyggb7ddyrk2
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d593	d593	R	R	f_2nsqzalsekqyi;f_euk4cnbzpcgj6;f_kbrfpul4ccxt4	f_27w3ljxnqiozw;f_dgrznlfo6qdt4;f_h7pj4q52yy6no;f_tieuy2pt7vbag
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d649	d649	R	R	f_kybbamuxyxagg	f_kidjf2fqslw2i;f_lauklwtsrmb4k;f_ng4eatpwgaslq;f_ytfqp4cg4zjz2;f_zfkdmuea4464u
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d651	d651	R	R	f_bgqafeotzxzye;f_sr3fgwtavlmay	f_bjhvixldn2yta
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d656	d656	R	R	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_6z44pn3adg2ry;f_kwwvwz2ye7ydq;f_taobinmdfefei;f_vxw4xcqmjds7a
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d664	d664	R	R	f_7utdwdbbb6mkw;f_tahy3opty7wry;f_xuinb7xtizbme;f_zo7ozu65kw4bo	f_25cxazt6eemnm;f_7iusvix6y5eto;f_etrm6hduopr3c;f_f7jqm6yqx4tbg
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d665	d665	R	R	f_exfdgrawdcgfc;f_tvu7e5jiy5d6y;f_yjkcvp5ton6tc	f_cfqiiuducellq;f_ft7evaneyr72a;f_jnghpujflgh42;f_t3hsgm2ce2tn2;f_vot6a6uw7rs4y;f_zxirtbftbca4e
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d672	d672	R	R	f_qbwtsxrees3l6;f_tu5wzozbktkls	f_lnehqroepvm7y
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d697	d697	R	R	f_65dv6pijp536m;f_pmtzopf32wl3y	f_2mj2edanbp6b4;f_a3emwp3jn4tfo;f_dggyat7lj5mou;f_iqdytzxmkgw4s;f_ujb5oa6fec7n6
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d699	d699	R	R	f_mpe4pqyfn3qrm	f_rjuudkl5nlfho
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d707	d707	R	R	f_6ft3xzm2e6hdg;f_fghppjfawzfq4;f_qiorvtgoyos5y	f_7vccui7ydilkq;f_c5b377pbul2bk;f_fz63onogt7tdi;f_lc3icqovxrit6;f_r5rujpjcajfgy
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d721	d721	R	R	f_6wwtxeiprwqke	f_s3pgmb5nsvyqo;f_sqqkteot2iq7k;f_w7k64vjw373ai
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d723	d723	R	R	f_p27ooxav63xy4	f_yrhn6vqxofatu
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_625m4ntpiau7m;f_cgomsgzboxkem;f_j2dgmhzyxf2ei;f_ln4vvldwwb5vs;f_p45e6wieutyfi
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d833	d833	R	R	f_xviwmd55onnx4	f_hx7rqxf3glis2
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d839	d839	R	R	f_5cccmchzq74p6	f_bt3ieksttfrja;f_dsjyjw66jmbye;f_l3ksmjv3wsefc
primary	short-vowel-initial-singleton-apical	Kota	Tamil	d954	d954	R	R	f_cj6r7dsgmakdo;f_g5jim2xk525qe	f_bgh7wvcqtjqdm;f_gqrws6ndn4wyk;f_nafgxucvzh6aq;f_w5wxjs54mgisa;f_yz4fjasdz7fbi
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d63	d63	R	mixed	f_3ffda2nan4gsa;f_pe6n3sbv4xltm	f_4b2n5ptvxwd5w;f_6rdekkcsrmxj4;f_7dpiziz3womlk;f_ba2xhgycj3vys;f_ccljx3athxqva;f_i77nwvutqgc7i;f_jyl2im2bylpky;f_sp7jg6ayxkr4m
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d72	d72	R	R	f_l6ud7ipfqtotg	f_a57tvmje7sedi;f_b6gtt7wm2j7f4
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d77	d77	R	mixed	f_36rqgbvs25ohc	f_5om2wvp6x5pcu;f_6ekcbbq2hx3i2;f_e5iah74rikmqu;f_evtufgngj723g;f_gyswcvqfxkoiu;f_vamndeveceg4i;f_yclhpsvgoowz6;f_yu3lxrlzvmafs
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d79	d79	R	mixed	f_cyevisd4o4omq	f_52de2l2gjglkq;f_6ud64zlrr5o3a;f_k4y6jfdltdh4y;f_nfiovvrlffkag;f_q4h3lpx6xi6ow;f_xcacbitxwveko;f_yq3xcphvgf2xs
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d80	d80	R	R	f_4xnogxq7ygdtw;f_hmb5m77xlqboo	f_z3onimgv2kbbe
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d86	d86	R	D	f_pqqvaj2tigvtk	f_6lm5yuchfts6k;f_fwhhaejmlon5s;f_od5d6qhvd3ncw;f_tveuktoelmakq;f_xo7olulbxcnbo
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d221	d221	R	R	f_ir2jg5gwx5weo;f_xxlsfejoliag4	f_k42ari4dplz4u;f_rbqgsqh7nbbqa
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d228	d228	R	mixed	f_krajbpb6ksp5y;f_q5kywlo5g74xo	f_47wnjhnjmwyqo;f_do36zuzuzryi6;f_ikh2tqzs4tg6y;f_lhso2updqhzy4;f_pr4rscqrwp6k4;f_qq3musa4z2c7e;f_s56rotjltglxa;f_triaacpz2cb2i;f_whejawkvz75pe
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d229	d229	R	R	f_s73vjhx53cklo	f_73yfjkyby7tk2;f_bzeztn2fkuamo
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d236	d236	R	R	f_evsfermzzmrv2	f_i3sn2s6otvqky;f_pkzhidszmyoc2;f_tzvbcf4d4gmao;f_wuhwort4y3t66;f_zd67ixayppfdq
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d240	d240	R	R	f_4i3dojrugsfgu;f_aulyjv3br7bt4	f_6bupjipoxgkiu;f_aifvh7czpucsy;f_eldm6ywbhzgko;f_sse3m4kxlu7c4
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d64+d88	d64;d88	R	R	f_ccikk4kjdnogy	f_26rtmygv6su5a;f_i3kdjtgtub5tq;f_khhlvdoxcql3g;f_oe5gof547efpk;f_olnrtertjnd6q;f_rbxef5qs3fuus;f_zjn6k7u4v6agu
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d76	d76	R	R	f_4dsuurfqi7vog	f_2y6vxshlckupi;f_km5iruujn6hz2;f_np5uvaetesff2;f_oaicvmfv6cppq
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d227	d227	R	R	f_owpvi6xgu4pey;f_theu2ccxwipoq	f_6hd2mzztm7g6o
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d276	d276	R	R	f_5fnnavbwd3n62;f_cnye66m4jzd54	f_7jaokaugejrou;f_dww534xzkj26s
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d277	d277	R	mixed	f_qooz3ncrvygke;f_r2uyzo3msonde	f_aso7ha3awldec;f_ds2mybleaipgs;f_ds7sq7ekdyp7i;f_fcnfhvkrxks6u;f_ivbm3kubj7mya;f_oozpsd4qfi22o;f_wd4nh5cchenke;f_wij6kqgv52vqm;f_xonjybl36sozy
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d282	d282	R	R	f_odmi23j732ioc;f_q4uexu2p765h4;f_yk2rshdlfoahe	f_7kyymuhrncbie;f_n2ipbyqebxtyk
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d291+d295	d291;d295	R	mixed	f_dulylfixyvaqe;f_yewyvpidxhcu4	f_agyxrtwnsdocc;f_bmf4uxhm446og;f_id6ukobamzgt2;f_jusqtybwjtw5k;f_z6qwxumua56to
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d314	d314	R	R	f_jvbjnkwqm5ocg;f_moqgf7uopmul2;f_ovgrqwxoqsu7w	f_b7mf5fcjxlcwa;f_bnaxfylgq56du;f_fgyufawpfdf66;f_lkvhi27n32ggq
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d321	d321	R	D	f_aonlhajzvfswe	f_37vuatl2jy4l6;f_cbgze364tf5ow;f_ek6ihenhscv7g
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d308	d308	R	D	f_aw5godc6zfk6s;f_grcspieagnq4u	f_ovrxifgbq5t7k
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d315	d315	R	mixed	f_3dsgztsxqvedk;f_fdlrtlnlt2dn2	f_6gnqqgrwv26vo;f_fsjwlrfbiqn2c;f_kxuymaimdddhu;f_p74esoepvym4i;f_uf342pwxoe4fw
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d432	d432	R	R	f_dlsotkyvembkc;f_xc6g7i2qicava	f_5uda6jsb57pwg;f_v2xwjtlitqr4a;f_zmrupuvjouvj4
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d434+d448	d434;d448	R	R	f_2l2venlkpmaci;f_5v7doyt67mroa;f_m22575gym5tg2;f_tm5ozu6mq76mg;f_v7sb6jnvf2jxe	f_abj5idrlhvxtu;f_awwr4bmgcl3zc;f_c43xnp3vku2bc;f_gzzupibkrgkyu
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d442	d442	R	R	f_hvprf6og5lzdk;f_kxzj7v5rn7rae	f_7mpklc7awl3aq;f_k3dlf6fwe4z34
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d443	d443	R	D	f_2bdep5c5dreiy;f_mbil2nwji2hva;f_mfdwj7zjmn2s4;f_my5udzzb5vpg2;f_rdyzy6tnfi5pe	f_76oq4njxyvr2e;f_ntoe672qyz6ps
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d449	d449	R	R	f_hqwjq6wfldpa2;f_vx2iqaxicxgic	f_buuj23gzuhmjs;f_mmtxxcdbtyt44;f_r5ex3utotkmm6
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d490	d490	R	R	f_73pcqp5b7367m	f_lzfmtmyxydwz4
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d480	d480	R	R	f_6bemmqit3k5l4;f_bf344ium3t5cg;f_lajt5som5y5bu;f_qhlqhiiqmuvpo	f_2tykowphgfk6g;f_4mgn5osldllj4;f_bcpt6uoumxh2y;f_oakdhpphktf4g;f_pcmx5ezbq3ods;f_qhrugzwzluq72;f_u36aljrxwhfy2
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d513	d513	R	mixed	f_jml4l7pw64toa	f_d5kcw6hrz2qbi;f_ejrg7mghib4h6;f_h55dqkqddalhw;f_iidp2lwtlxkrw;f_td5tw434rhrw4;f_tthkyznga3ouu;f_vfhmtesu22rzc;f_xanpmdfasmauw;f_yukt2ixlwlxqy
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d516	d516	R	mixed	f_32ancgz7hoxyi;f_gfyuvphbg4z6u;f_gowqk66bwwhsa	f_2ev7zelqpwhym;f_e5od7okyckgem;f_uy6bi7fk3wgza;f_x56ndqpatzxga;f_xmjor7la2kyae
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d524	d524	R	R	f_5h6ffp3o2iyve;f_ohukfrqfolwzc;f_rd45sqn5jtyvi	f_6fmhwsrps47ig;f_b37yzbbfqmmco;f_bwwlsnbq6lnci;f_csfruyzxt6je2;f_d4afpd47y6ut4;f_deuynngiiwcx2;f_j3nw42kexnnbg;f_j6mdttckswdkk;f_qvuudidf5tso4
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d586	d586	R	R	f_275mtozo4hstk;f_jz2mqjvummazw	f_lsxcxuxy6apxe;f_w2ece5qyc2e7e
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d593	d593	R	R	f_2nsqzalsekqyi;f_euk4cnbzpcgj6;f_kbrfpul4ccxt4	f_5wpnj765xtkhq;f_eofl3optqhdr2;f_gv4pqg7pjdjkw;f_rwap2pbzy6ybk;f_xodkexw77s47k
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d651	d651	R	D	f_bgqafeotzxzye;f_sr3fgwtavlmay	f_m3vyg4md2asvu;f_x4pwvek6ghyki
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d655	d655	R	R	f_z5on33cfq4lna	f_3r5oc7xu3ahcc;f_jhzhaevacxxww;f_sq7aeyugs6u76;f_zdasvedrt4k3a
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d656	d656	R	R	f_ovzwfrcllw2xw;f_w25nx4kxtxude	f_2hgugtyusmuwo;f_bpadk2esrwkr2;f_c3fwzy2cn42us;f_h55dkvhqhdzry;f_hjaubujdrspwa;f_lodlpfjq7lqpu
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d664	d664	R	R	f_7utdwdbbb6mkw;f_tahy3opty7wry;f_xuinb7xtizbme;f_zo7ozu65kw4bo	f_2s4q2f6gxixo2;f_4cojh5wziuzao;f_7j45i7plicrwm;f_k2ix3adnipdwm;f_le6iryukb4h7y;f_mhhhpmvyrmfee;f_shnqvq5xosxj2;f_spe53lu2hkoya
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d665	d665	R	mixed	f_exfdgrawdcgfc;f_tvu7e5jiy5d6y;f_yjkcvp5ton6tc	f_2phvv346pd5yg;f_af7bdsrd3aslg;f_by57fgmyly4gw;f_eyb7yifzmw6ug;f_khc2ieubs6xdk;f_mi74tsrybn3k6;f_q64arbjsvuxda;f_relhjannylmyi;f_tjibk3ef3bpdi;f_v2xdao7jpfhcy
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d699	d699	R	R	f_mpe4pqyfn3qrm	f_ke4wojrfnts4y
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d707	d707	R	R	f_6ft3xzm2e6hdg;f_fghppjfawzfq4;f_qiorvtgoyos5y	f_4lrrh5sysmbaa;f_5fj6qtdtju6xe;f_g4vwq7xocssey;f_glk66zoi3e65e;f_s7e2u6npdcr2o;f_tcefbsplmv4pq
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d721	d721	R	R	f_6wwtxeiprwqke	f_56xmjpxzdc3x6;f_gnqqri3j5i2yg;f_xptnm7a7derlm
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d723	d723	R	R	f_p27ooxav63xy4	f_e75tavhhlk77e;f_i2dwveankx4ls
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d811	d811	R	R	f_3hg2veu52hyag;f_arxorstoyhbyu;f_riz3oo6olyvls	f_2vsv7dvqhpkvu;f_ax6ztffa6joom;f_ezkyngizg5giq;f_j5tkwwu2evtic;f_myiblmusv7756;f_rl7tvwmzyic7m;f_stpcytabwbgog
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d833	d833	R	R	f_xviwmd55onnx4	f_5b5jmzobxktbu;f_642cs5fkle5i6;f_6i6arn5e34tpg
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d947	d947	R	R	f_6v42476kqn474;f_d5ulaeyv5wosk;f_u3dtlwu3qvhhy	f_cgnu6ylmljwls;f_wzr5zbjqbykfu
primary	short-vowel-initial-singleton-apical	Kota	Telugu	d954	d954	R	mixed	f_cj6r7dsgmakdo;f_g5jim2xk525qe	f_a3mddc5yszinm;f_bxc3olasvi4re;f_dv6pb243m7mq2;f_er2aspxshysro;f_ladcd3ubww5gw;f_y4jcm65lcerzy
primary	short-vowel-initial-singleton-apical	Kota	Toda	d63	d63	R	R	f_3ffda2nan4gsa;f_pe6n3sbv4xltm	f_kvaqlmzkbxmv6;f_uaxdlfyps5cgi
primary	short-vowel-initial-singleton-apical	Kota	Toda	d72	d72	R	R	f_l6ud7ipfqtotg	f_gua22tnrtmfx4;f_xwlxh5qynvqh6
primary	short-vowel-initial-singleton-apical	Kota	Toda	d79	d79	R	R	f_cyevisd4o4omq	f_qfw7yw6m7zejo;f_xxhclaurmefxe
primary	short-vowel-initial-singleton-apical	Kota	Toda	d80	d80	R	R	f_4xnogxq7ygdtw;f_hmb5m77xlqboo	f_b7vdvhuy4pqcw;f_zbo4ucfd2lukk
primary	short-vowel-initial-singleton-apical	Kota	Toda	d221	d221	R	R	f_ir2jg5gwx5weo;f_xxlsfejoliag4	f_hz7mvptz3wsuu;f_vhjdsajkc4fh4
primary	short-vowel-initial-singleton-apical	Kota	Toda	d228	d228	R	R	f_krajbpb6ksp5y;f_q5kywlo5g74xo	f_ofdhqgyws5igg
primary	short-vowel-initial-singleton-apical	Kota	Toda	d229	d229	R	R	f_s73vjhx53cklo	f_24huhdokuemoc;f_gqye76zc6usn6
primary	short-vowel-initial-singleton-apical	Kota	Toda	d240	d240	R	R	f_4i3dojrugsfgu;f_aulyjv3br7bt4	f_7o5xfbkxaox3g;f_zhi7kjctihk4i
primary	short-vowel-initial-singleton-apical	Kota	Toda	d64+d88	d64;d88	R	R	f_ccikk4kjdnogy	f_la433vpyglwxw;f_xi3c5yisbvjqg
