ID,Language_ID,Form,Gloss,Tags,entry_family_id
10428-2,Indo-Aryan,yamáyati,controls,ŚBr Early-Vedic,10428
10428-3,Indo-Aryan,yāmáyati,,AV Early-Vedic,10428
10428-4,Indo-Aryan,*yāmana,fixing,,10428
10429,Indo-Aryan,yárhi,when,TS Early-Vedic,10429
1043,Indo-Aryan,ākʰyā́na,tale,n ŚBr Early-Vedic,1043
10430,Indo-Aryan,*yal,"endure, stay",,10430
10431,Indo-Aryan,yáva,barley,m RV Early-Vedic,10431
10434,Indo-Aryan,yavanāla,Andropogon bicolor,m Suśr Classical,10434
10436,Indo-Aryan,yávasa,grass,m RV Early-Vedic,10436
10437,Indo-Aryan,yavākāra,barley-shaped,MW,10437
10438,Indo-Aryan,yavāgū́,rice-gruel,f TS Early-Vedic,10438
10438-2,Indo-Aryan,yvāgulī,,,10438
10439,Indo-Aryan,yavānī́,a kind of bad barley; Ptychotis ajowan,f Pāṇ Suśr Epic Classical,10439
1044,Indo-Aryan,ā́gaccʰati,comes to,RV Early-Vedic,1044
10441,Indo-Aryan,yáviya,consisting of grain,RV Early-Vedic,10441
10442,Indo-Aryan,yavyā́,stream,f Naigh Early-Vedic,10442
10442-2,Indo-Aryan,*yaviyā́,,,10442
10443,Indo-Aryan,yáśas,"splendour, renown",n RV Early-Vedic,10443
10444,Indo-Aryan,yaṣṭí,"stick, pole; liquorice",f ŚBr Suśr Early-Vedic Classical,10444
10445,Indo-Aryan,yásmin kālḗ,at which time,,10445
10446,Indo-Aryan,yahú,young; son,m RV Early-Vedic,10446
10448,Indo-Aryan,yācñā́,asking,f TS Early-Vedic,10448
10449,Indo-Aryan,yācyatē,is asked,MBh Epic,10449
1045,Indo-Aryan,ā́gata,,,1045
1045-2,Indo-Aryan,*āgatalla-,,ext:lla,1045-2
10451,Indo-Aryan,yātá,gone; come into,RV Mn Early-Vedic Epic,10451
10452,Indo-Aryan,yā́ti,"goes, approaches, comes to",RV Early-Vedic,10452
10453,Indo-Aryan,yā́tr̩,husband's brother's wife,f Pāṇ Epic,10453
10453-2,Indo-Aryan,*yātrikā,,,10453
10455,Indo-Aryan,yātyatē,"is distressed, is pained",BhP Medieval,10455
10458,Indo-Aryan,yādrśa,which like,ŚBr Early-Vedic,10458
10460,Indo-Aryan,yā́nī,path,f TS Early-Vedic,10460
10462,Indo-Aryan,yāpáyati,causes to go; lives,MBh Divyāv Epic Classical,10462
10462-2,Indo-Aryan,*yāpyatē,,,10462
10466,Indo-Aryan,*yābʰya,to be sexually enjoyed,,10466
10469,Indo-Aryan,yāmala,pair,n lex,10469
10472,Indo-Aryan,yāva,consisting of or prepared from barley,KātyŚr Early-Vedic,10472
10474,Indo-Aryan,yā́vat,"as long as, until",RV Early-Vedic,10474
10476-2,Indo-Aryan,*yāvyar-,to be removed; unimportant,ext:r,10476-2
10479,Indo-Aryan,yuktá,"joined, yoked; engaged in; fit, suitable; team",RV MBh Mn ŚBr Early-Vedic Epic,10479
1047a,Indo-Aryan,ā́gāt,came,,1047a
10481,Indo-Aryan,*yukna,yoined,,10481
10482,Indo-Aryan,yugá,yoke; couple,n RV Gr̥Śr Early-Vedic,10482
10483,Indo-Aryan,*yugakāṣṭʰa,yoke timber,,10483
10485,Indo-Aryan,yugadʰara,yoke-pole,m Apte,10485
10486,Indo-Aryan,yugadʰāra,the pin which fastens yoke to pole(?),m,10486
10489,Indo-Aryan,yugala,"pair, couple",n Pañcat Classical,10489
10490,Indo-Aryan,*yugaśala,yoke and pin,,10490
10491,Indo-Aryan,*yugahala,plough with yoke,,10491
10493,Indo-Aryan,yugmá,even; pair; *yoke (?),Gr̥Śr ŚāṅkhGr̥ Early-Vedic,10493
10494,Indo-Aryan,*yugmakāṣṭʰa,yoke beam,,10494
10495,Indo-Aryan,*yuŋga,"yoke, pair",,10495
10496,Indo-Aryan,*yuṭati,is joined,,10496
10496-2,Indo-Aryan,*yuṭyati,,,10496
10496-3,Indo-Aryan,*yuṭṭa,,,10496
10496-4,Indo-Aryan,*yōṭayati,,Dhātup Epic,10496
10496-5,Indo-Aryan,*yōṭa,,lex,10496
10497,Indo-Aryan,yuta,separate,lex,10497
10497-2,Indo-Aryan,*yutall-,separate,ext:ll,10497-2
10499,Indo-Aryan,yuddʰá,fought; battle,MBh RV Epic Early-Vedic,10499
1050,Indo-Aryan,ā́guratē,"approves, praises",RV Early-Vedic,1050
1050-2,Indo-Aryan,*āgr̩ta,,,1050
10500,Indo-Aryan,*yuddʰi,fighting,,10500
10501,Indo-Aryan,*yudʰya,to be fought,,10501
10502,Indo-Aryan,yúdʰyatē,fights against,RV Early-Vedic,10502
10503,Indo-Aryan,yunákti,"yokes, prepares; concentrates thought on",MBh RV TS Epic Early-Vedic,10503
10503-2,Indo-Aryan,yujyátē,"is yoked, is joined; is fitting, is made ready",RV MBh Early-Vedic Epic,10503
10504,Indo-Aryan,yuvatí,young woman,f RV Early-Vedic,10504
10506,Indo-Aryan,*yuvatirūpa,young woman,,10506
10507,Indo-Aryan,yuvátē,yokes,RV Early-Vedic,10507
10510,Indo-Aryan,*yuvāna,young,,10510
10511,Indo-Aryan,yuṣmad,,nom,10511
10512,Indo-Aryan,yū́kā,louse,f,10512
10515,Indo-Aryan,yūti,"movement, place of movement",,10515
10516,Indo-Aryan,yūtʰá,"flock, band",n RV Early-Vedic,10516
10516-2,Indo-Aryan,*yūttʰa,,,10516
10516-3,Indo-Aryan,*yūtʰaḍ-,"flock, band",ext:ḍ,10516-3
10517,Indo-Aryan,yūtʰikā,a kind of jasmine,,10517
10518,Indo-Aryan,yūna,"band, cord",n KātyŚr Early-Vedic,10518
10519,Indo-Aryan,*yūniya,pertaining to string,,10519
1052,Indo-Aryan,āgrayaṇī,oblation of first fruits,f KātyŚr Early-Vedic,1052
10521,Indo-Aryan,yūṣa,broth,m Gr̥Śr Early-Vedic,10521
10523,Indo-Aryan,yṓktra,"thong, halter; tie of yoke to plough",n RV lex Early-Vedic,10523
10523-2,Indo-Aryan,yṓtra,"thong, halter; tie of yoke to plough",n,10523
10524,Indo-Aryan,yōktrayati,"fastens, ties",MBh Epic,10524
10525,Indo-Aryan,*yōkṣati,ponders,,10525
10526,Indo-Aryan,yṓga,"yoking, employment, work; yoke; expedient",m RV ŚBr MBh Early-Vedic Epic,10526
10527,Indo-Aryan,yōgakṣēmá,"preservation of one's business or property, insurance charge; rest from activity, spiritual good",m Mn KaṭhUp Epic Early-Vedic,10527
10528,Indo-Aryan,yṓgya,"fit for yoking; fit, proper",Pāṇ KātyŚr Epic Early-Vedic,10528
10529,Indo-Aryan,yōgyā́,"trace (of harness), hymn (poetic activity); exercise",f RV MBh Early-Vedic Epic,10529
1053,Indo-Aryan,*āgrāhayati,holds back,,1053
10531,Indo-Aryan,yōjayati,"yokes, sets to work, uses",MBh Epic,10531
10532,Indo-Aryan,yōddʰr̩,warrior,m MBh Epic,10532
10532-2,Indo-Aryan,yōddʰāram,,acc,10532
10534,Indo-Aryan,yōdʰáyati,engages (tr.) in battle,RV Early-Vedic,10534
10535,Indo-Aryan,yṓni,"womb, birthplace, abode; station in life, caste",m RV MBh Early-Vedic Epic,10535
10538,Indo-Aryan,*rakka,defective,,10538
10538-2,Indo-Aryan,*rakkara,,,10538
10538-3,Indo-Aryan,raŋká,"slow, dull; poor, hungry; starveling",Uṇ Prab Mālatīm Medieval Classical,10538
10538-4,Indo-Aryan,*raŋkʰa,,,10538
10538-5,Indo-Aryan,*raŋga,,,10538
10539,Indo-Aryan,rakta,"coloured, dyed; red; blood",ŚBr ŚāṅkhGr̥ Mn Early-Vedic Epic,10539
1054,Indo-Aryan,āgʰaṭṭayati,"touches on, rubs",lex,1054
10543,Indo-Aryan,raktālu,"a red yam, Dioscorea purpurea",m lex,10543
10545,Indo-Aryan,rakṣá,guarding,MBh Epic,10545
10546,Indo-Aryan,rákṣaṇa,"guarding, tending (cattle); ceremony for preservation",n Mn MārkP Epic Medieval,10546
10547,Indo-Aryan,rákṣati,guards,RV Early-Vedic,10547
10548,Indo-Aryan,rakṣapāla,watchman,m Pañcat Classical,10548
1055,Indo-Aryan,*āgʰala,"overflow, refuse",,1055
10551,Indo-Aryan,rakṣā,"preservation, care; amulet, bracelet",Mn BhP Epic Medieval,10551
10552,Indo-Aryan,rakṣā,ashes,lex,10552
10555,Indo-Aryan,*rakṣāpuṭaka,layer of ashes,,10555
10558,Indo-Aryan,*ragg,rub,,10558
10558-2,Indo-Aryan,*raggaḍ-,rub,ext:ḍ,10558-2
10560,Indo-Aryan,raŋga,"dye, colour",MBh Epic,10560
10562,Indo-Aryan,raŋga,tin,lex,10562
10570,Indo-Aryan,*raŋgayati,dyes,,10570
10571,Indo-Aryan,*raŋgita,coloured,,10571
10571-2,Indo-Aryan,*raŋgitall-,coloured,ext:ll,10571-2
10574,Indo-Aryan,*racyatē,is fashioned,,10574
10578,Indo-Aryan,rájana,dyeing,n AV Early-Vedic,10578
10579,Indo-Aryan,rajanī́,night,f AV Early-Vedic,10579
1058,Indo-Aryan,*āgʰālayati,rinses,,1058
10580,Indo-Aryan,rajáyati,dyes,AV Early-Vedic,10580
10580-2,Indo-Aryan,*rājayati,,,10580
10581,Indo-Aryan,rajas,"dust, pollen",n BhP Medieval,10581
10582,Indo-Aryan,rájju,"rope, cord",f RV Early-Vedic,10582
10583,Indo-Aryan,rajyatē,"is dyed, is coloured red",Kāv Classical,10583
10584,Indo-Aryan,rajyatē,takes pleasure in,MBh Epic,10584
10584-2,Indo-Aryan,rakta,"impassioned, fond of",Mn Epic,10584
10587,Indo-Aryan,rañjana,pleasing,MBh Epic,10587
10590,Indo-Aryan,ráṭati,"cries, yells",Kāv Classical,10590
10590-2,Indo-Aryan,*raṭyati,,,10590
10590-3,Indo-Aryan,*raṭakkati,"cries, yells",ext:kk,10590-3
10592,Indo-Aryan,*raṭi,crying out,,10592
10593,Indo-Aryan,*raṭṭa,defective,,10593
10593-2,Indo-Aryan,*raḍḍa,,,10593
10593-3,Indo-Aryan,*raṇṭa,,,10593
10593-4,Indo-Aryan,*raṇṭʰa,,,10593
10593-5,Indo-Aryan,raṇḍa,"maimed; celibate; one who dies without issue, barren tree (= <i>raṇḍaka</i>- m.)",lex BhP Medieval,10593
10593-6,Indo-Aryan,*rāḍa,,,10593
10593-7,Indo-Aryan,*rāṇa,,,10593
10593-8,Indo-Aryan,*raṭṭakk-,defective,ext:kk,10593-8
10594,Indo-Aryan,*raḍḍ,slip,,10594
10594-2,Indo-Aryan,*raḍ,,,10594
10595,Indo-Aryan,ráṇa,"delight, battle",RV Early-Vedic,10595
10596,Indo-Aryan,raṇa,noise,lex,10596
10598,Indo-Aryan,*raṇḍʰu,rope,,10598
10599,Indo-Aryan,ráti,rest; pleasure; sexual pleasure,f VS Up Mn Early-Vedic Epic,10599
10602,Indo-Aryan,rátʰa,"chariot, cart",m RV Early-Vedic,10602
10602-2,Indo-Aryan,*ratʰaḍ-,"chariot, cart",ext:ḍ,10602-2
10607,Indo-Aryan,rátʰya,pertaining to a chariot; collection of chariots; chariot with its team or equipment (?),RV Pāṇ Early-Vedic Epic,10607
10609,Indo-Aryan,rátʰyā,carriage-road,f Yājñ Classical,10609
10609-2,Indo-Aryan,*ratʰiyā,,,10609
10610,Indo-Aryan,*radaka,"scratching, scratch",,10610
10611,Indo-Aryan,*radʰyatē,is softened,AV Early-Vedic,10611
10611-2,Indo-Aryan,raddʰa,subdued,RV Early-Vedic,10611
10612,Indo-Aryan,*randa,"cut, path",,10612
10613,Indo-Aryan,*randati,scrapes,,10613
10614,Indo-Aryan,randʰa,subjection,m Kāś Classical,10614
10615,Indo-Aryan,randʰana,destruction; cooking,n BhP TS Medieval Early-Vedic,10615
10616,Indo-Aryan,randʰáyati,subjects; torments; prepares or cooks food,RV R Early-Vedic Epic,10616
10619,Indo-Aryan,*rapaṇa,talking,,10619
1062,Indo-Aryan,āgʰrāpayati,causes to smell,KātyŚr Early-Vedic,1062
1062-2,Indo-Aryan,āgʰrāṇa,"act of smelling; satiety, satiated",n Gaut lex Early-Vedic,1062
10620,Indo-Aryan,rápati,"talks, chatters",RV Early-Vedic,10620
10622,Indo-Aryan,*rappʰa,anthill,,10622
10626,Indo-Aryan,rámaṇa,"pleasing; amorous sport; lover, husband",BhP Nir MBh Medieval Early-Vedic Epic,10626
10627,Indo-Aryan,ramaṇī,Aloe indica,f,10627
10627-2,Indo-Aryan,rāmā,Aloe perfoliata and other plants,f,10627
10628,Indo-Aryan,rámatē,"pauses, devotes oneself to; takes pleasure in",RV Br Early-Vedic,10628
10629,Indo-Aryan,*rampa,"knife, scraper",,10629
10629-2,Indo-Aryan,*rampʰa,,,10629
10629-3,Indo-Aryan,*rambʰa,,,10629
1063,Indo-Aryan,*ācakṣati,looks at; announces,,1063
10630,Indo-Aryan,*rampati,scrapes,,10630
10630-2,Indo-Aryan,*rampʰati,,,10630
10630-3,Indo-Aryan,*rambʰati,,,10630
10631,Indo-Aryan,rámbatē,hangs down,RV Early-Vedic,10631
10632,Indo-Aryan,rambʰa,"lowing, roaring",,10632
10634,Indo-Aryan,rámbʰatē,bellows,BhP Medieval,10634
10637,Indo-Aryan,*ramyati,"rests, enjoys oneself",,10637
10638,Indo-Aryan,raya,"stream, current",m MBh Epic,10638
10638-2,Indo-Aryan,*rayaḍ-,"stream, current",ext:ḍ,10638-2
10639,Indo-Aryan,*rayaṇa,flowing,,10639
10640,Indo-Aryan,*ral,"meet with, join",,10640
10640-2,Indo-Aryan,*rall,,,10640
10641,Indo-Aryan,ráva,"roar, cry (esp. of animals)",RV Early-Vedic,10641
10641-2,Indo-Aryan,*raval-,"roar, cry (esp. of animals)",ext:l,10641-2
10642,Indo-Aryan,*rava,piece,,10642
10642-2,Indo-Aryan,*raval-,piece,ext:l,10642-2
10643,Indo-Aryan,*ravaṇa,breaking,,10643
10644,Indo-Aryan,rávati,"roars, howls",JaimBr Early-Vedic,10644
10648,Indo-Aryan,raśmí,"rope, bridle, ray of light",m RV Early-Vedic,10648
10650,Indo-Aryan,rása,"sap or juice of plants; condiment, taste",m RV MBh Early-Vedic Epic,10650
10652,Indo-Aryan,rásati,yells; praises,ŚBr Naigh Early-Vedic,10652
10653,Indo-Aryan,rasati,is wet (snēhanē),Dhātup Epic,10653
10654,Indo-Aryan,*rasapūlikā,bunch of liquid,,10654
10656,Indo-Aryan,rasavatī,kitchen,f Kāv Classical,10656
10658,Indo-Aryan,*rasavāṭa,cooking enclosure,,10658
1066,Indo-Aryan,ā́carati,"comes near; proceeds, behaves",RV Mn Early-Vedic Epic,1066
1066-2,Indo-Aryan,*ācārayati,,,1066
10660,Indo-Aryan,rasāla,"*tasty, sweet; mango tree, sugarcane",m lex,10660
10661,Indo-Aryan,rasikā,*serum,lex,10661
10663,Indo-Aryan,rasín,juicy,RV Early-Vedic,10663
10663-2,Indo-Aryan,*rasill-,juicy,ext:ll,10663-2
10664,Indo-Aryan,rasya,juicy; blood,MBh lex Epic,10664
10665,Indo-Aryan,*rahaṇa,remaining,,10665
10666,Indo-Aryan,*rahati,remains,,10666
10666-2,Indo-Aryan,*rahyati,,,10666
10669,Indo-Aryan,rahasyà,"private, secret",MBh Epic,10669
10670,Indo-Aryan,rahita,"deserted, lacking",MBh Epic,10670
10672,Indo-Aryan,rākṣasá,demoniacal; demon,AitBr Kauś Early-Vedic,10672
10674,Indo-Aryan,rāga,"passion, love",Up,10674
10676,Indo-Aryan,rājakula,palace; royal race,n ṢaḍvBr Kāv Early-Vedic Classical,10676
10679,Indo-Aryan,rā́jan,"chieftain, king",m,10679
10680,Indo-Aryan,rājana,belonging to a royal family,Siddh Medieval,10680
10682,Indo-Aryan,rājaputrá,king's son,m RV Early-Vedic,10682
10685,Indo-Aryan,rājamudga,a kind of bean,,10685
10687,Indo-Aryan,rā́ji,"streak, line, row",f ŚBr Early-Vedic,10687
10688,Indo-Aryan,rājikā,mustard (Sinapis racemosa),f Suśr Classical,10688
10692,Indo-Aryan,rā́jñī,queen,f VS Early-Vedic,10692
10694,Indo-Aryan,rājyá,kingship; kingdom,AV RV Early-Vedic,10694
10694-2,Indo-Aryan,*rājiyá,,RV Early-Vedic,10694
10697,Indo-Aryan,rāṭi,"war, battle",f lex,10697
10700,Indo-Aryan,rātra,night,n MBh Epic,10700
10701,Indo-Aryan,rātrika,nocturnal,Pañcad Medieval,10701
10702,Indo-Aryan,rā́trī,night,f RV Early-Vedic,10702
10704,Indo-Aryan,rātryandʰa,night-blind,Suśr Classical,10704
10704-2,Indo-Aryan,*rātryāndʰa,night-blindness,,10704
10704-3,Indo-Aryan,rātryāndʰya,,n,10704
10704-4,Indo-Aryan,*rātryāndʰiya,,,10704
10705,Indo-Aryan,rāddʰa,"accomplished, prepared",KātyŚr Early-Vedic,10705
10706,Indo-Aryan,rā́ddʰi,"accomplishment, success",f AV Early-Vedic,10706
10707,Indo-Aryan,rā́dʰati,accomplishes,RV Early-Vedic,10707
10707-2,Indo-Aryan,*rādʰaḍati,accomplishes,ext:ḍ,10707-2
10709,Indo-Aryan,*rānti,pleasure,,10709
10710,Indo-Aryan,*rāpayati,lets go,,10710
10711,Indo-Aryan,rāmáyati,sets at rest,RV Early-Vedic,10711
10713,Indo-Aryan,*rāyaṇika,barking,,10713
10714,Indo-Aryan,rā́yati,barks at,RV Early-Vedic,10714
10715,Indo-Aryan,rāla,resin of Shorea robusta,,10715
10716,Indo-Aryan,rāva,"shriek, yell",m MBh Epic,10716
10718,Indo-Aryan,rāvayati,makes roar or scream,ĀśvŚr Early-Vedic,10718
10719,Indo-Aryan,rāviṇī,bellowing,f R Epic,10719
10720,Indo-Aryan,rāśí,heap; a measure of quantity (= 1 droṇa),m RV ŚārṅgS Early-Vedic Medieval,10720
10725,Indo-Aryan,rāsa,"din, uproar",m lex,10725
10727,Indo-Aryan,*rikṇa,emptied,,10727
10727-2,Indo-Aryan,*rikṇi,emptying,,10727
10728,Indo-Aryan,*rikṇakarman,doing empty work,,10728
10729,Indo-Aryan,riktá,emptied,AV Early-Vedic,10729
10731,Indo-Aryan,*rikṣa,excrement,,10731
10732,Indo-Aryan,*rigga,defective,,10732
10732-2,Indo-Aryan,*rēŋga,,,10732
10733,Indo-Aryan,*rigʰati,moves,,10733
10733-2,Indo-Aryan,*rigʰyati,,,10733
10734,Indo-Aryan,*riŋk,"roar, cry",,10734
10734-2,Indo-Aryan,*rēŋk,,,10734
10735,Indo-Aryan,ríŋkʰati,"moves, crawls",BhP Medieval,10735
10735-2,Indo-Aryan,*rikʰyati,,lex,10735
10738,Indo-Aryan,riŋgaṇī,the plant Phaseolus trilobus,f lex,10738
10739,Indo-Aryan,ríŋgati,crawls,caus,10739
10739-2,Indo-Aryan,*rigyati,,lex,10739
1074,Indo-Aryan,*ācikʰyati,communicates,,1074
10741,Indo-Aryan,rícyatē,becomes empty,ŚBr TS Early-Vedic,10741
10742,Indo-Aryan,*riñcati,"gives up, evacuates, empties",RV Early-Vedic,10742
10745,Indo-Aryan,*riśyatē,is torn off,,10745
10746,Indo-Aryan,ríṣ,injury,f RV Early-Vedic,10746
10747,Indo-Aryan,riṣṭá,injured; failed,RV ŚBr Early-Vedic,10747
10749,Indo-Aryan,ríṣyati,"is hurt, suffers wrong",RV Early-Vedic,10749
10749a,Indo-Aryan,rīḍʰaka,backbone,m lex,10749a
10751,Indo-Aryan,rītí,stream,RV Early-Vedic,10751
10752,Indo-Aryan,rīti,"yellow brass, bell metal",Kathās Medieval,10752
10752-2,Indo-Aryan,rīrī,,,10752
10753,Indo-Aryan,rī́yatē,"melts, flows",RV Early-Vedic,10753
10753-2,Indo-Aryan,rīṇa,melted,Śiś Classical,10753
10755,Indo-Aryan,*rukta,"bright, liked",,10755
10756,Indo-Aryan,*rukti,liking; brightness,,10756
10757,Indo-Aryan,*rukṣa,tree,,10757
10759,Indo-Aryan,*rugga,defective,,10759
10759-2,Indo-Aryan,*ruŋga,,,10759
10760,Indo-Aryan,rugṇá,"broken, diseased",MBh Epic,10760
10760-2,Indo-Aryan,*lugna,,,10760
10763,Indo-Aryan,rucitá,bright,ŚBr Early-Vedic,10763
10764,Indo-Aryan,rucya,bright,Naiṣ Medieval,10764
10769,Indo-Aryan,*ruṭṭa,lump,,10769
10769-2,Indo-Aryan,*rōḍa,,,10769
10769-3,Indo-Aryan,*rōḍʰa,,,10769
10770,Indo-Aryan,*ruḍa,defective,,10770
10770-2,Indo-Aryan,*ruḍʰa,,,10770
10770-3,Indo-Aryan,*ruṇṭa,,,10770
10770-4,Indo-Aryan,*ruṇṭʰa,,,10770
10770-5,Indo-Aryan,ruṇḍa,"maimed; mutilated body; id., offspring of mare and mule (!)",m Kathās Medieval,10770
10770-6,Indo-Aryan,*ruṇḍʰa,,,10770
10770-7,Indo-Aryan,*rōṭṭa,,,10770
10770-8,Indo-Aryan,*rōḍa-,,,10770
10770-9,Indo-Aryan,*rōḍḍa,,,10770
10772,Indo-Aryan,rutá,"made to resound; cry, roar",AV KātyŚr Early-Vedic,10772
10774,Indo-Aryan,*ruddʰa,grown,,10774
10775,Indo-Aryan,ruddʰá,obstructed,RV Early-Vedic,10775
10779,Indo-Aryan,rudʰyatē,"is stopped, is obstructed",MBh Epic,10779
10781,Indo-Aryan,rundra,rich in,lex,10781
10783,Indo-Aryan,*rupati,"pierces, makes a hole, plants",,10783
10783-2,Indo-Aryan,*rupyati,,,10783
10783-3,Indo-Aryan,rōpayati,plants,MBh Epic,10783
10783-4,Indo-Aryan,rōpyatē,is planted,MBh Epic,10783
10784,Indo-Aryan,rúpyati,suffers acute pain in belly,TBr Early-Vedic,10784
10785,Indo-Aryan,rubʰēṭi,fog,f lex,10785
10786,Indo-Aryan,*rum,roll about,,10786
10786-2,Indo-Aryan,*rumal,,,10786
10786-3,Indo-Aryan,rul,,,10786
10789,Indo-Aryan,*rulla,defective,,10789
1079,Indo-Aryan,*āccʰambʰa,rigidity,,1079
10790,Indo-Aryan,rúśant,shining,RV Early-Vedic,10790
10791,Indo-Aryan,ruṣṭa,angry,MBh Epic,10791
10792,Indo-Aryan,*ruṣṭa,shining,,10792
10793,Indo-Aryan,ruṣṭi,anger,f W,10793
10794,Indo-Aryan,rúṣyati,is angry,MBh Epic,10794
10796,Indo-Aryan,ruháti,"mounts, grows",MBh Epic,10796
10797,Indo-Aryan,*ruhyati,grows,,10797
10798,Indo-Aryan,*rū-a,cotton,,10798
10799,Indo-Aryan,rūkṣá,"dry, rough",ŚBr Early-Vedic,10799
10799-2,Indo-Aryan,lūkṣá,,TS Early-Vedic,10799
10800,Indo-Aryan,rūkṣáyati,makes dry; offends,ŚBr Early-Vedic,10800
10801,Indo-Aryan,rūḍʰá,"risen; grown, sprung up; grown together",AV MBh R Early-Vedic Epic,10801
10803,Indo-Aryan,rūpá,"form, beauty",n RV Early-Vedic,10803
10803-2,Indo-Aryan,*rūpaḍ-,"form, beauty",ext:ḍ,10803-2
10805,Indo-Aryan,rū́pya,"beautiful, bearing a stamp; silver",Pāṇ MBh Epic,10805
10805-2,Indo-Aryan,*rūpiya,,,10805
10807,Indo-Aryan,*rūṣṭa,"rough, harsh",,10807
1081,Indo-Aryan,*āccʰardati,pours on,,1081
10810,Indo-Aryan,rēkʰā́,"scratch, streak, line",f,10810
10811-2,Indo-Aryan,*rēcayaḍati,emits; empties,ext:ḍ,10811-2
10812,Indo-Aryan,*rēñca,defective,,10812
10812-2,Indo-Aryan,*rēñja,,,10812
10814,Indo-Aryan,rēṇú,"dust, sand; pollen; powder",m RV MBh Śiś Early-Vedic Epic Classical,10814
10815,Indo-Aryan,*rēṇṭa,defective,,10815
10815-2,Indo-Aryan,*rēṇḍa,,,10815
10816,Indo-Aryan,rētra,perfumed powder,n lex,10816
10817,Indo-Aryan,*rēnda,defective,,10817
10818,Indo-Aryan,rēpayati,causes to flow or melt,Gr,10818
10819,Indo-Aryan,*rēppa,defective,,10819
10821,Indo-Aryan,*rēva,"sand, dust",,10821
10821-2,Indo-Aryan,rēvaṭa,"dust (W.), whirlwind",lex,10821
10824,Indo-Aryan,*rēhā,sand,,10824
10825,Indo-Aryan,*rēhāstʰala,sandy place,,10825
10826,Indo-Aryan,rṓka-,"light, splendour",,10826
10827,Indo-Aryan,*rōkk,stop,,10827
10828,Indo-Aryan,*rōkka,ready money,,10828
1083,Indo-Aryan,āccʰādana,cover for a bed,n R Epic,1083
10830,Indo-Aryan,rōgya,producing sickness,lex,10830
10831,Indo-Aryan,rōcá,bright; gladdening,AV MW Early-Vedic,10831
10832,Indo-Aryan,rṓcatē,shines,RV Early-Vedic,10832
10832-2,Indo-Aryan,rōcáyati,makes pleasant,AV Early-Vedic,10832
10832-3,Indo-Aryan,rōcyatē,is liked,R Epic,10832
10833,Indo-Aryan,rōcís,"light, brightness",n RV Early-Vedic,10833
10834,Indo-Aryan,*rōcca,defective,,10834
10834-2,Indo-Aryan,*rōñca,,,10834
10835,Indo-Aryan,rōcya,shining(?),MaitrS Early-Vedic,10835
10835-2,Indo-Aryan,*rōciya,,,10835
10837,Indo-Aryan,*rōṭṭa,bread,,10837
10839,Indo-Aryan,rṓda,weeping,m AV Early-Vedic,10839
10840,Indo-Aryan,rōdati,,,10840
10840-2,Indo-Aryan,rudáti,weeps,ṢaḍvBr Early-Vedic,10840
10842,Indo-Aryan,*rōddʰra,"fetter, rope",,10842
10842-2,Indo-Aryan,*rōttra,"fetter, rope",replaced,10842
10843,Indo-Aryan,*rōdya,to be wept over,,10843
10845,Indo-Aryan,rōdʰas,mountain slope,R Epic,10845
10850,Indo-Aryan,*rōbba,defective,,10850
10851,Indo-Aryan,rṓman,hair (esp. short hair) on body of men and animals,n RV Early-Vedic,10851
10852,Indo-Aryan,rōmantʰa,act of chewing the cud,m Kālid Classical,10852
10852-2,Indo-Aryan,*rōmantra,,,10852
10856,Indo-Aryan,rōṣa,"anger, fury",m,10856
10857,Indo-Aryan,rṓṣati,"is hurt, is offended",RV Early-Vedic,10857
10858,Indo-Aryan,rōṣita,angry,MBh Epic,10858
10859,Indo-Aryan,*rōṣya,anger,,10859
10860,Indo-Aryan,rṓha,mounting; growth,m AV ŚrS Early-Vedic,10860
10862,Indo-Aryan,rṓhati,grows,,10862
10867,Indo-Aryan,rōhitamatsya,the fish Cyprinus rohitaka,m VarBr̥S Classical,10867
10870,Indo-Aryan,*rōhya,a kind of deer,,10870
10870-2,Indo-Aryan,*rōhiya,,,10870
10871,Indo-Aryan,*raukṣaka,"of trees, wooden",,10871
10872,Indo-Aryan,raudrá,"ep. of Agni and other gods; terrible; heat, sunshine",VS RV MBh Hit Early-Vedic Epic Medieval,10872
10873,Indo-Aryan,raupya,made of silver,Yājñ Classical,10873
10874,Indo-Aryan,*rauṣṭya,anger,,10874
10875,Indo-Aryan,lakuṭa,club,m Car Epic,10875
10875-2,Indo-Aryan,*lakkuṭa,,,10875
10876,Indo-Aryan,*lakk,sound of lapping or bubbling,,10876
10877,Indo-Aryan,*lakka,defective,,10877
10877-2,Indo-Aryan,*lakkʰa,,,10877
10877-3,Indo-Aryan,laŋka,,,10877
10877-4,Indo-Aryan,laŋga,lame,KātyŚr Early-Vedic,10877
10878,Indo-Aryan,*lakka,lump,,10878
10878-2,Indo-Aryan,*laŋka-,,,10878
10879,Indo-Aryan,*lakka,"waist, loins",,10879
1088,Indo-Aryan,āccʰēda,cutting off,m lex,1088
10881,Indo-Aryan,lakṣá,"stake, prize; mark, sign; 100,000; aim",m RV MBh Yājñ Kālid Early-Vedic Epic Classical,10881
10882,Indo-Aryan,lakṣaṇá,line; mark; aim,n ŚBr Mn Yājñ Early-Vedic Epic Classical,10882
