ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status
1265	Indo-Aryan	āmr̩ṣyatē	bears patiently			āmr̥ṣyatē			MBh Epic	CDIAL;NIA	"<number>1265</number> <b>āmr̥ṣyatē</b> 'bears patiently' MBh. 2. pp. <b>*āmr̥ṣṭa-</b>². 3. <b>āmarṣa-</b> '*forgetfulness' ('anger' lex.). [<i>mŕ̥ṣyatē</i> 'forgets' RV.: though phonet. colliding with <smallcaps>āmr̥śyatē</smallcaps> 'is wiped out' in NIA., derivation from <i>mr̥ṣ</i>- is supported by Pahl. <i>framōš</i> 'forgetting': √<smallcaps><a data-entry=""r469"">mr̥ṣ</a></smallcaps>]"		entry
1265-2	Indo-Aryan	*āmr̩ṣṭa				*āmr̥ṣṭa		²		CDIAL			
1268	Indo-Aryan	āmrá	mango tree, Mangifera indica; its fruit			āmrá			m MBh ŚBr Epic Early-Vedic	CDIAL	<number>1268</number> <b>āmrá</b> m. 'mango tree, Mangifera indica' MBh., n. 'its fruit' ŚBr.		entry
1287	Indo-Aryan	āyācatē	supplicates			āyācatē			R Epic	CDIAL	"<number>1287</number> <b>āyācatē</b> 'supplicates' R. 2. <b>āyācita-</b> n. 'prayer' R. [√<smallcaps><a data-entry=""r832"">yāc</a></smallcaps>]"		entry
1288	Indo-Aryan	ā́yāti	comes near			ā́yāti			RV Early-Vedic	CDIAL	"<number>1288</number> <b>ā́yāti</b> 'comes near' RV. 2. <b>āyāta-</b> MBh. [√<smallcaps><a data-entry=""r831"">yā</a></smallcaps>]"		entry
1288-2	Indo-Aryan	āyāta				āyāta			MBh Epic	CDIAL			
1295	Indo-Aryan	ārá	from a distance; near; immediately			ārá				CDIAL;CDIAL	<number>1295</number> <b>ārá</b>¹ pronominal stem in <i>ārā́t</i> 'from a distance' RV., 'near' Gaut., 'immediately' Kathās., <i>ārḗ</i> 'at a distance'.<!--addendum--><number>14276</number> <b>ārá-¹</b>		entry
1300	Indo-Aryan	āracayati	prepares, provides with			āracayati			lex	CDIAL	"<number>1300</number> <b>āracayati</b> 'prepares, provides with' lex., <i>āracita</i>- 'put on (of ornaments)' Pañcat. [√<smallcaps><a data-entry=""r548"">rac</a></smallcaps>]"		entry
1338	Indo-Aryan	*ārta	flour			*ārta				CDIAL;Morgenstierne;EVP[12];Wackernagel AiGr[i 170]	<number>1338</number> <b>*ārta</b>² 'flour', <i>aṭṭa</i>- n. 'food' MBh., 'boiled rice' lex. [Cf. Ir. <i>*ārta</i>- &gt; Psht. <i>ōṛə</i> 'flour', Yghn. <i>ārt</i>, Pers. <i>ārd</i>, beside <i>*r̥ta</i>- &gt; Av. <i>aša</i>-. Either vr̥ddhi-form of <i>*r̥ta</i>-, i.e. 'consisting of what is ground' or <i>*ā-r̥ta</i>- with Morgenstierne EVP 12. Wackernagel AiGr i 170 wrongly <i>aṭṭa</i>- &lt; <i>*alta</i>- since Dm. P. L. and perh. Kal. point to <i>ā</i>]		entry
1340	Indo-Aryan	ārdrá	wet			ārdrá			RV Early-Vedic	CDIAL	<number>1340</number> <b>ārdrá</b> 'wet' RV. 2. <b>*ālla-</b> &lt; <i>*ārdla</i>-.		entry
1351	Indo-Aryan	āryikā	respectable woman			āryikā				CDIAL	"<number>1351</number> <b>āryikā-,</b> <i>°yakā</i>- f. 'respectable woman' lex. [<smallcaps><a data-entry=""1347"">ā́rya</a></smallcaps>-]"		entry
1388	Indo-Aryan	ālu				ālu				CDIAL	<number>1388</number> <b>ālu-,</b> <i>°uka</i>- n. 'esculent root of Amorphophallus campanulatus' lex. 2. <b>ālukī-</b> f. 'a species of root' Bhpr.		
1440	Indo-Aryan	ā́vr̩ta	covered; surrounded			ā́vr̥ta			RV Mn Early-Vedic Epic	CDIAL	"<number>1440</number> <b>ā́vr̥ta</b> 'covered' RV., 'surrounded' Mn. [√<smallcaps><a data-entry=""r788"">vr̥</a></smallcaps>¹]"		entry
1446	Indo-Aryan	āvēśika	guest			āvēśika			m lex	CDIAL;CDIAL	"<number>1446</number> <b>āvēśika</b> m. 'guest' lex. [<i>āvēśa</i>- m. 'entering' Bālar., Pk. <i>āvēsa</i>- m.: √<smallcaps><a data-entry=""r781"">viś</a></smallcaps>]<!--addendum--><number>14287</number> <b>āvēśika-</b>"		entry
1473	Indo-Aryan	āṣāḍʰá	the month June-July			āṣāḍhá			m Suśr Classical	CDIAL	"<number>1473</number> <b>āṣāḍhá</b> m. 'the month June-July' Suśr., <i>°aka</i>- m. lex. 2. <b>āṣāḍhī-</b> f. 'the day of full moon in this month' KātyŚr. [<smallcaps><a data-entry=""932"">áṣāḍhā</a></smallcaps>-]."		entry
1474	Indo-Aryan	āṣāḍʰīya	*pertaining to the month Āṣāḍha			āṣāḍhīya			Pāṇ Epic	CDIAL	"<number>1474</number> <b>āṣāḍhīya</b> '*pertaining to the month Āṣāḍha' ('born in the constellation of aṣāḍhā' Pāṇ.). [<smallcaps><a data-entry=""1473"">āṣāḍhá</a></smallcaps>-]"		entry
1480	Indo-Aryan	ā́satē				ā́satē			AV Early-Vedic	CDIAL	"<number>1480</number> <b>ā́satē</b> AV. 2. <b>ā́stē</b> 'sits, exists, remains' RV. [√<smallcaps><a data-entry=""r834"">ās</a></smallcaps>]"		entry
1514	Indo-Aryan	āstʰā́na	place, assembly			āsthā́na			n VS Early-Vedic	CDIAL	"<number>1514</number> <b>āsthā́na</b> n. 'place, assembly' VS. [√<smallcaps><a data-entry=""r676"">sthā</a></smallcaps>]"		entry
1517	Indo-Aryan	*āstʰāman	meeting place			*āsthāman				CDIAL	"<number>1517</number> <b>*āsthāman</b> 'meeting place'. [√<smallcaps><a data-entry=""r676"">sthā</a></smallcaps>]"		entry
1533	Indo-Aryan	āsyà	mouth; face			āsyà			n RV Yājñ Early-Vedic Classical	CDIAL	<number>1533</number> <b>āsyà</b> n. 'mouth' RV., 'face' Yājñ. 2. <b>āsíya-.</b>		
1533-2	Indo-Aryan	āsíya				āsíya				CDIAL			
1561	Indo-Aryan	ítara	the other; the rest			ítara			pl RV Early-Vedic	CDIAL	<number>1561</number> <b>ítara</b> 'the other', pl. 'the rest' RV. [<smallcaps>i</smallcaps>-¹]		
1577	Indo-Aryan	indradʰanúṣ	rainbow			indradhanúṣ			n AV Early-Vedic	CDIAL	"<number>1577</number> <b>indradhanúṣ</b> n. 'rainbow' AV. [<smallcaps><a data-entry=""1572"">índra-</a>, dhánuṣ</smallcaps>-]"		entry
1600	Indo-Aryan	íṣṭakā	brick			íṣṭakā			f VS Early-Vedic	CDIAL;EWA[i 94];CDIAL	<number>1600</number> <b>íṣṭakā</b> f. 'brick' VS., <i>iṣṭikā</i>- f. MBh., <i>iṣṭā</i>- f. BHSk. [Av. <i>ištya</i>- n. Mayrhofer EWA i 94 and 557 with lit. — Pk. has disyllabic <i>iṭṭā</i>- and no aspiration like most Ind. lggs.]<!--addendum--><number>14297</number> <b>íṣṭakā-</b>		entry
1611	Indo-Aryan	īdŕ̩śa	such, like this			īdŕ̥śa			ŚBr Early-Vedic	CDIAL;CDIAL	"<number>1611</number> <b>īdŕ̥śa</b> 'such, like this' ŚBr., <i>īdr̥śaka</i>- MBh. [<i>īdŕ̥ś</i>- VS.: <smallcaps>i</smallcaps>-¹, √<smallcaps><a data-entry=""r149"">dr̥ś</a></smallcaps>]<!--addendum--><number>14299</number> <b>īdŕ̥śa-</b>"		entry
1611-3	Indo-Aryan	*ādr̩sa	such, like this						sound-variant	CDIAL	"with ā- of <smallcaps><a data-entry=""1611"">īdr̩sa</a></smallcaps>"		entry
1614	Indo-Aryan	īráyati	causes to rise, brings to life, utters			īráyati			RV Early-Vedic	CDIAL	"<number>1614</number> <b>īráyati</b> 'causes to rise, brings to life, utters' RV. [Cf. <i>údīrayati</i> 'causes' RV.: √<smallcaps><a data-entry=""r839"">īr</a></smallcaps>]"		entry
1640	Indo-Aryan	*uccayayati	collects			*uccayayati				CDIAL	"<number>1640</number> <b>*uccayayati</b> or <i>*uccayati</i> 'collects'. [<smallcaps><a data-entry=""1647"">uccinōti</a>: √<a data-entry=""r84"">ci</a></smallcaps>¹]"		entry
1697	Indo-Aryan	uḍḍīyatē	flies up			uḍḍīyatē			MBh Epic	CDIAL	"<number>1697</number> <b>uḍḍīyatē</b> 'flies up' MBh. 2. <b>uḍḍayatē</b> MBh. 3. X *<smallcaps><a data-entry=""2001"">uddrāti</a></smallcaps>. 4. Caus. <b>uḍḍāpayati.</b> [For discussion of <i>ḍ</i> see √<smallcaps><a data-entry=""r910"">ḍī</a></smallcaps>]"		entry
1718	Indo-Aryan	útkasati	opens			útkasati			AV Early-Vedic	CDIAL	"<number>1718</number> <b>útkasati</b> 'opens' AV. 2. Pp. <b>*utkasta-.</b> 3. Caus. <b>*utkāsayati.</b> [√<smallcaps><a data-entry=""r297"">kas</a></smallcaps>]"		entry
1718-2	Indo-Aryan	*utkasta				*utkasta		3		CDIAL			
1729	Indo-Aryan	*utkuṣati	cuts up			*utkuṣati				CDIAL	"<number>1729</number> <b>*utkuṣati</b> 'cuts up'. [√<smallcaps><a data-entry=""r357"">kuṣ</a></smallcaps>]"		entry
1753	Indo-Aryan	útkʰanati	digs up			útkhanati			ŚBr Early-Vedic	CDIAL;CDIAL	"<number>1753</number> <b>útkhanati</b> 'digs up' ŚBr. 2. Pp. <b>utkhāta-.</b> [√<smallcaps><a data-entry=""r307"">khan</a></smallcaps>]<!--addendum--><number>14304</number> <b>utkhanati</b>. 2. <b>utkhāta-</b>"		entry
1782	Indo-Aryan	*uttarpati	jumps out			*uttarpati				CDIAL	"<number>1782</number> <b>*uttarpati</b> 'jumps out'. [√<smallcaps><a data-entry=""r732"">tr̥p</a></smallcaps>]"		entry
1801	Indo-Aryan	uttrasati	is afraid			uttrasati				CDIAL	"<number>1801</number> <b>uttrasati</b> 'is afraid'. 2. <b>uttrasta-</b> 'frightened' Hariv. [Cf. <i>ápatrasati</i> 'flees in terror' RV.: √<smallcaps><a data-entry=""r725"">tras</a></smallcaps>]"		entry
1801-2	Indo-Aryan	uttrasta	frightened			uttrasta			Hariv Classical	CDIAL			
1802	Indo-Aryan	uttrāsa	fear			uttrāsa			m	CDIAL	"<number>1802</number> <b>uttrāsa</b> m. 'fear', <i>°aka</i>- 'scaring' lex. [√<smallcaps><a data-entry=""r725"">tras</a></smallcaps>]"		entry
1804	Indo-Aryan	*uttʰala	high			*utthala				CDIAL	<number>1804</number> <b>*utthala</b> 'high'. 2. <b>*utthaḍa-.</b> 3. <b>uttāla-</b> 'great, strong, high, abundant' Śiś. 4. <b>*uttāḍa-.</b>		
1811	Indo-Aryan	*utpatta	flown up			*utpatta				CDIAL	"<number>1811</number> <b>*utpatta</b> 'flown up'. [<i>utpatita</i>-: √<smallcaps><a data-entry=""r508"">pat</a></smallcaps>]"		entry
1850	Indo-Aryan	*ut-śiṣṭa				*ut-śiṣṭa				CDIAL	"<number>1850</number> <b>*ut-śiṣṭa-.</b> 2. <b>úcchiṣṭa-</b> 'left over, stale, spat out' TS., n. 'leavings' AV. [<i>uñśiṣṭa</i>- MaitrS. :√<smallcaps><a data-entry=""r865"">śiṣ</a></smallcaps>]"		entry
1869	Indo-Aryan	útsa	spring of water			útsa			m RV Early-Vedic	CDIAL;CDIAL	"<number>1869</number> <b>útsa</b> m. 'spring of water' RV. 2. <b>utsíya-</b> (<i>utsyà</i>-) 'coming from a spring (of water)' AV. [√<smallcaps><a data-entry=""r746"">ud</a></smallcaps>²].<!--addendum--><number>14308</number> <b>útsa-</b>"		
1883	Indo-Aryan	útsiñcati	causes to flow over			útsiñcati			RV Early-Vedic	CDIAL	"<number>1883</number> <b>útsiñcati</b> 'causes to flow over' RV. 2. Caus. <b>utsē- cayati.</b> [√<smallcaps><a data-entry=""r616"">sic</a></smallcaps>]"		entry
1883-2	Indo-Aryan	utsē- cayati				utsē- cayati				CDIAL			
1892	Indo-Aryan	*utskadati	jumps up			*utskadati				CDIAL	"<number>1892</number> <b>*utskadati</b> 'jumps up'. [Cf. <i>utkandati</i> 'springs away' Pāṇ. com.: √<smallcaps><a data-entry=""r622"">skand</a></smallcaps>]"		entry
1900	Indo-Aryan	*ut-stʰāti	stands up			*ut-sthāti				CDIAL	"<number>1900</number> <b>*ut-sthāti</b> 'stands up'. 2. Reformed as <b>*utthāti.</b> [<i><a data-entry=""1793"">úttiṣṭhati</a></i>, <i>udásthāt</i> RV.; pres. -<i><a data-entry=""13752"">*sthāti</a></i> formed after -<i>sthā</i>- in aor., fut., inf., and ger.: √<smallcaps><a data-entry=""r676"">sthā</a></smallcaps>]"		entry
1900-2	Indo-Aryan	*uttʰāti				*utthāti				CDIAL			
1907	Indo-Aryan	*ut-stʰita	arisen			*ut-sthita				CDIAL	"<number>1907</number> <b>*ut-sthita</b> 'arisen'. 2. Reformed as <b>útthita-</b> RV. [√<smallcaps><a data-entry=""r676"">sthā</a></smallcaps>]"		entry
1907-2	Indo-Aryan	úttʰita				útthita			RV Early-Vedic	CDIAL			
1921	Indo-Aryan	udaká	water			udaká			n	CDIAL	"<number>1921</number> <b>udaká</b> n. 'water'. RV. 2. <b>daka-</b> n. Suśr., BHSk. [<smallcaps>udán-: √<a data-entry=""r745"">ud</a></smallcaps>²]"		entry
1927	Indo-Aryan	udanyáti	irrigates; is very thirsty			udanyáti			RV Pāṇ Early-Vedic Epic	CDIAL	"<number>1927</number> <b>udanyáti</b> 'irrigates' RV., 'is very thirsty' Pāṇ [<smallcaps>udán-: √<a data-entry=""r745"">ud</a></smallcaps>²]"		entry
1929	Indo-Aryan	udanyú	seeking water			udanyú			RV Early-Vedic	CDIAL	"<number>1929</number> <b>udanyú</b> 'seeking water' RV. [<smallcaps>udán-: √<a data-entry=""r745"">ud</a></smallcaps>²]"		entry
1932	Indo-Aryan	udára	belly			udára			n RV Early-Vedic	CDIAL	<number>1932</number> <b>udára</b> n. 'belly' RV.		
1962	Indo-Aryan	*udguru	very heavy			*udguru				CDIAL	"<number>1962</number> <b>*udguru</b> 'very heavy'. [<smallcaps><a data-entry=""4209"">gurú</a></smallcaps>-]"		entry
1971	Indo-Aryan	*udgʰarati	lifts up			*udgharati				CDIAL	<number>1971</number> <b>*udgharati</b>² 'lifts up'. 2. Caus. <b>*udghārayati.</b> 3. Pp. <b>*udghr̥ta-.</b> [Hardly conn. with <i>hárati</i> which is IE. <i>*ĝher</i>-]		entry
1971-3	Indo-Aryan	*udgʰr̩ta				*udghr̥ta				CDIAL			
2020	Indo-Aryan	*uddʰāvati	runs away			*uddhāvati				CDIAL	"<number>2020</number> <b>*uddhāvati</b> 'runs away'. 2. <b>*uddhāvayati.</b> [√<smallcaps><a data-entry=""r128"">dhāv</a></smallcaps>¹]"		entry
2020-2	Indo-Aryan	*uddʰāvayati				*uddhāvayati				CDIAL			
2025	Indo-Aryan	*uddʰūḍi	excessive dust			*uddhūḍi				CDIAL	"<number>2025</number> <b>*uddhūḍi</b> 'excessive dust'. [*<smallcaps><a data-entry=""6835"">dhūḍi</a></smallcaps>-]"		entry
2038	Indo-Aryan	údbʰarati	raises			údbharati			RV Early-Vedic	CDIAL	"<number>2038</number> <b>údbharati</b> 'raises' RV. 2. <b>*udbhārayati</b> 'causes to be raised'. 3. <b>*udbhr̥ta-</b>, <i>udbhaṭa</i>- 'eminent' Bhar. [Cf. *<smallcaps><a data-entry=""2339"">ubbal-</a>: √<a data-entry=""r41"">bhr̥</a></smallcaps>]"		entry
2046	Indo-Aryan	udbʰūta	come forth; elevated			udbhūta			MaitrUp R Epic	CDIAL	"<number>2046</number> <b>udbhūta</b> 'come forth' MaitrUp., 'elevated' R. [√<smallcaps><a data-entry=""r54"">bhū</a></smallcaps>]"		entry
2056	Indo-Aryan	udrá	an aquatic animal			udrá			VS Early-Vedic	CDIAL	"<number>2056</number> <b>udrá</b>¹ m. 'an aquatic animal' VS. [√<smallcaps><a data-entry=""r746"">ud</a></smallcaps>²]"		entry
2101	Indo-Aryan	únnayati	leads out or up, sets up, frees from			únnayati			RV Early-Vedic	CDIAL	"<number>2101</number> <b>únnayati</b> 'leads out or up, sets up, frees from' RV. 2. <b>únnīta-</b> 'led up' RV. [√<smallcaps><a data-entry=""r499"">nī</a></smallcaps>]"		entry
2101-2	Indo-Aryan	únnīta	led up			únnīta			RV Early-Vedic	CDIAL			
2128	Indo-Aryan	*unmāsaka	out of the proper month			*unmāsaka				CDIAL	"<number>2128</number> <b>*unmāsaka</b> 'out of the proper month'. [<smallcaps><a data-entry=""10104"">mā́sa</a></smallcaps>-]"		entry
2144	Indo-Aryan	*upakāla	summer			*upakāla				CDIAL;EVP[60]	"<number>2144</number> <b>*upakāla</b> 'summer'. [Semant. cf. Psht. <i>psarlai</i> 'spring' &lt; <i>*upa-sarada-ka</i>- (where <i>sarad</i>- is 'summer') and similar time and season names in Sk.: <i>upaparvan</i>- 'the day before the Parvan', <i>upapūrvarātram</i> 'towards the beginning of night': EVP 60. Did <smallcaps><a data-entry=""3084"">kālá</a></smallcaps>-² which gives 'year' in Sh. mean 'autumn' or 'winter'?]"		entry
2151	Indo-Aryan	*upakṣajyati	approaches			*upakṣajyati				CDIAL	"<number>2151</number> <b>*upakṣajyati</b> 'approaches'. 2. <b>*upakṣakta-.</b> 3. <b>*upakṣājayati.</b> [√<smallcaps><a data-entry=""r371"">kṣaj</a></smallcaps>]"		entry
2151-2	Indo-Aryan	*upakṣakta				*upakṣakta		3		CDIAL			
2151-3	Indo-Aryan	*upakṣājayati				*upakṣājayati				CDIAL			
2190	Indo-Aryan	upapatí	paramour			upapatí			m VS Early-Vedic	CDIAL	"<number>2190</number> <b>upapatí</b> m. 'paramour' VS. [<smallcaps><a data-entry=""7727"">páti</a></smallcaps>-]"		entry
2201	Indo-Aryan	upamá	uppermost			upamá			RV Early-Vedic	CDIAL	"<number>2201</number> <b>upamá</b> 'uppermost' RV. [<smallcaps><a data-entry=""2136"">úpa</a></smallcaps>]"		entry
2206	Indo-Aryan	úpayaccʰati	lays hold of, takes			úpayacchati			RV Early-Vedic	CDIAL	<number>2206</number> <b>úpayacchati</b> 'lays hold of, takes' RV. or <i>*upāyacchati</i> cf. <smallcaps>ā́yacchati. [√yam]</smallcaps>		entry
2207	Indo-Aryan	úpayāti	approaches			úpayāti				CDIAL	"<number>2207</number> <b>úpayāti,</b> <i>upā́yāti</i> 'approaches' RV. [√<smallcaps><a data-entry=""r831"">yā</a></smallcaps>]"		entry
2208	Indo-Aryan	upara	lower, nearer, later			upara			RV Early-Vedic	CDIAL	"<number>2208</number> <b>upara</b> 'lower, nearer, later' RV. 2. <b>*uparalla-</b> 'upper'. Cf. *<smallcaps><a data-entry=""2330"">uppara-</a>, *upparalla-. [úpa]</smallcaps>"		entry
2208-2	Indo-Aryan	*uparalla	upper			*uparalla				CDIAL			
2245	Indo-Aryan	úpaviśati	approaches; sits down			úpaviśati			RV ŚBr Early-Vedic	CDIAL	"<number>2245</number> <b>úpaviśati</b> 'approaches' RV., 'sits down' ŚBr. — Pp. <b>upaviṣṭa-</b> 'seated' KātyŚr., <i>°aka</i>- 'remaining too long in the womb' Car. 2. <b>upavēśayati</b> 'causes to sit' AitBr. [√<smallcaps><a data-entry=""r781"">viś</a></smallcaps>]"		entry
2246	Indo-Aryan	*upaviṣṭi	approach, sitting			*upaviṣṭi				CDIAL	"<number>2246</number> <b>*upaviṣṭi</b> 'approach, sitting'. [√<smallcaps><a data-entry=""r781"">viś</a></smallcaps>]"		entry
2263	Indo-Aryan	*upaskadati	jumps towards			*upaskadati				CDIAL	"<number>2263</number> <b>*upaskadati</b> 'jumps towards'. 2. <b>*upaskatta-.</b> [Cf. inf. <i>skádē</i>, <i>skádaḥ</i> RV., aor. <i>askadat</i> Gr., <i>upaskanna</i>- 'attacked' R.: √<smallcaps><a data-entry=""r622"">skand</a></smallcaps>]"		entry
2263-2	Indo-Aryan	*upaskatta				*upaskatta				CDIAL			
2266	Indo-Aryan	upastambʰa	support; stay, prop			upastambha			m Car Hit Epic Medieval	CDIAL	"<number>2266</number> <b>upastambha</b> m. 'support' Car., 'stay, prop' Hit. 2. <b>upaṣṭambha-.</b> [√<smallcaps><a data-entry=""r672"">stambh</a></smallcaps>]"		entry
2266-2	Indo-Aryan	upaṣṭambʰa				upaṣṭambha				CDIAL			
2282	Indo-Aryan	upahāsá	sport; laughter			upahāsá			m ŚBr Kathās Early-Vedic Medieval	CDIAL	"<number>2282</number> <b>upahāsá</b> m. 'sport' ŚBr., 'laughter' Kathās., <i>upahāsya</i>- 'to be laughed at'. [√<smallcaps><a data-entry=""r227"">has</a></smallcaps>]"		entry
2328	Indo-Aryan	*upōpta	sown			*upōpta				CDIAL;CDIAL	"<number>2328</number> <b>*upōpta</b> 'sown'. [<i>úpavapati</i> 'strews earth over, buries' TS.: √<smallcaps><a data-entry=""r766"">vap</a></smallcaps>²]<!--addendum--><number>14329</number> <b>*upōpta-</b>"		entry
2336	Indo-Aryan	*ubdʰrikā	snare			*ubdhrikā				CDIAL;IIFL[iii 3, 6];CDIAL	"<number>2336</number> <b>*ubdhrikā</b> 'snare'. [Cf. Oss. <i>urd</i> 'warp' IIFL iii 3, 6: √<smallcaps><a data-entry=""r743"">ubh</a></smallcaps>]<!--addendum--><number>14330</number> <b>*ubdhrikā-</b>"		entry
2349	Indo-Aryan	úraṇa	ram, sheep, young ram			úraṇa			m ŚBr Early-Vedic	CDIAL	"<number>2349</number> <b>úraṇa</b> m. 'ram, sheep, young ram' ŚBr. [<smallcaps><a data-entry=""2352"">úrā</a></smallcaps>-]"		entry
2387	Indo-Aryan	úṣṭra	buffalo; camel			úṣṭra			m RV MBh Early-Vedic Epic	CDIAL;CDIAL	<number>2387</number> <b>úṣṭra</b> m. 'buffalo' RV., 'camel' MBh. [Cf. <i>uṣṭŕ̥</i>- m. 'bull drawing a plough' RV.]<!--addendum--><number>14333</number> <b>úṣṭra-</b>		
2390	Indo-Aryan	uṣṇa	onion			uṣṇa			lex	CDIAL	<number>2390</number> <b>uṣṇa</b>² m. 'onion' lex., <i>°ṇā</i>- f. 'name of a plant' Nigh. [Same as <i>uṣṇá</i>-¹?]		entry
2411	Indo-Aryan	ūnaviṁśati	19			ūnaviṁśati			f	CDIAL	"<number>2411</number> <b>ūnaviṁśati</b> f. '19'. [<smallcaps><a data-entry=""2405"">ūná-¹</a>, <a data-entry=""11616"">viṁśatí</a></smallcaps>-]"		entry
2417	Indo-Aryan	ū́badʰya				ū́badhya				CDIAL	<number>2417</number> <b>ū́badhya</b> or <i>ū́va°</i> n. 'undigested grass &amp;c. in the stomach of an animal killed for sacrifice' RV. 2. <b>*ubbadhya-.</b>		entry
2426	Indo-Aryan	ūrdʰvá	erect, being above			ūrdhvá			RV Early-Vedic	CDIAL	<number>2426</number> <b>ūrdhvá</b> 'erect, being above' RV., <i>°aka</i>- Up.		entry
2435	Indo-Aryan	ūrdʰvastʰiti	standing up, horse's back, elevation			ūrdhvasthiti			f lex	CDIAL	"<number>2435</number> <b>ūrdhvasthiti</b> f. 'standing up, horse's back, elevation' lex. [<smallcaps><a data-entry=""2426"">ūrdhvá-</a>, <a data-entry=""13769"">sthíti</a></smallcaps>-]"		entry
2445	Indo-Aryan	ŕ̩kṣa	bear			ŕ̥kṣa			m RV Early-Vedic	CDIAL	<number>2445</number> <b>ŕ̥kṣa</b> m. 'bear' RV., <i>°ṣī</i>- f. MBh., <i>accha</i>- m. lex.		
2447	Indo-Aryan	r̩kṣī	she-bear			r̥kṣī			f MBh Epic	CDIAL	"<number>2447</number> <b>r̥kṣī</b> f. 'she-bear' MBh. [<smallcaps><a data-entry=""2445"">ŕ̥kṣa</a></smallcaps>-]"		entry
2454	Indo-Aryan	*r̩tuvanta	end of the (rainy?) season			*r̥tuvanta				CDIAL;CDIAL	"<number>2454</number> <b>*r̥tuvanta-,</b> <i>r̥tvanta</i>- m. 'end of the (rainy?) season' Mn. [Cf. <i>ánta r̥tū́nāṁ hēmantáḥ</i> ŚBr.: <smallcaps>r̥tú-, <a data-entry=""347"">ánta</a></smallcaps>-]<!--addendum--><number>14334</number> <b>*r̥tuvanta-</b>"		entry
2462	Indo-Aryan	ḗka	one			ḗka			RV Early-Vedic	CDIAL;CDIAL	<number>2462</number> <b>ḗka</b> 'one' RV. 2. Replaced by <b>*ēkka-</b> either with emph. doubling (as in Pk. <i>igga</i>-) or as MIA. loan from Sk. when single -<i>k</i>- was no longer a sound of the language.<!--addendum--><number>14336</number> <b>ḗka-</b>		entry
2462-2	Indo-Aryan	*ēkka				*ēkka		either with emph		CDIAL			
2485	Indo-Aryan	ḗkādaśa	eleven			ḗkādaśa			VS Early-Vedic	CDIAL	"<number>2485</number> <b>ḗkādaśa</b>¹ 'eleven' VS. [<smallcaps><a data-entry=""2462"">ḗka-</a>, <a data-entry=""6227"">dáśa</a></smallcaps>]"		
