id	language_id	form	gloss	native	phonemic	original	cognateset	description	tags	source	etymology	redirect	status	language_name	dialect_tags	source_keys	ancestor_id	family_id	ancestor_form	ancestor_original	ancestor_form_field	ancestor_gloss	ancestor_language	family_form	ancestry_path	link_status
f_ikj37rvtz5pu4	Sh	pō̂	Pausha		póo	póo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_a7eujib5i6nqa	Sh	pō̂	Pausha		póo	póo			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_wowkopkhwkj4k	Sh	pōhō̂	Pausha		poohóo	poohóo			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_fvsftsavs3ers	Sh	mā̂g	Magha		máag	máag			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_2aek6d2jndd4w	Sh	pʰagán	Phalguna		phagán	phagán			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_6rqkairjhejzw	Sh	pʰagún	Phalguna		phagún	phagún			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_mz4pjhqubzyi6	Sh	cētár	Chaitra		ceetár	ceetár			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_ov3vkixo2iuj6	Sh	ʦī̂tʰɨr	Chaitra		tsíithɨr	tsíithɨr			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_wthssq7mh22jk	Sh	lō̂ṣṭ	morning		lóoṣṭ	lóoṣṭ			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_llu3ynaafljgu	Sh	calbúc	morning		calbúc	calbúc			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_klkakq4abbsow	Sh	sū̂ri dē̌ʦ̣	sunny side of mountain		súuri deéc̣	súuri deéc̣			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_zqiiwl4pvey5q	Sh	surē̂n	sunny side of mountain		suréen	suréen			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_2itszws45p4s2	Sh	surē̂ṇ	sunny side of mountain		suréeṇ	suréeṇ			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_ai6rihozhsls2	Sh	surē̂n	sunny side of mountain		suréen	suréen			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_wk3zugvv2vlcc	Sh	surē̂n	sunny side of mountain		suréen	suréen			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_w3idij5xm7pos	Sh	chóri	shady side of mountain		chóri	chóri			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_6w6jlrn3umnhe	Sh	chóri	shady side of mountain		chóri	chóri			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_i6oqxag7actt6	Sh	cijō̌ṭ	shady side of mountain		cijoóṭ	cijoóṭ			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_wkodz4gwksx36	Sh	cijō̌ṭ	shady side of mountain		cijoóṭ	cijoóṭ			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_iq7ksovmbovpq	Sh	ucā̂i	seasonal migration		ucáai	ucáai			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_x7g3xgkgsg6em	Sh	ujā̌i	seasonal migration		ujaái	ujaái			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_ti6rtffxx5a62	Sh	darō̂̃ bojō̌nu	seasonal migration		daróo~ bojoónu	daróo~ bojoónu			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_bi4t3s2b4qf6u	Sh	bazō̌no	spring (season)		bazoóno	bazoóno			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_4tgtaxrpbnmie	Sh	bazō̌do	spring (season)		bazoódo	bazoódo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_27lszvm3dqe4g	Sh	bazō̌nu	spring (season)		bazoónu	bazoónu			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_vdrozrcolotcc	Sh	bazanō̌	spring (season)		bazanoó	bazanoó			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_3il4tw2jgqk2g	Sh	uvā̂lo	summer		uwáalo	uwáalo			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_pzkmkmhh4ptcu	Sh	vā̂lo	summer		wáalo	wáalo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_44ar56b4eptua	Sh	vā̂lu	summer		wáalu	wáalu			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_lxl6mxki7ocge	Sh	vā̂lo	summer		wáalo	wáalo			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_ywz3xrqve2upc	Sh	ajíṭ	up(hill)		ajíṭ	ajíṭ			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_xtszav7vhk5wo	Sh	hū̂ṇ	up(hill)		húuṇ	húuṇ			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_542yl6gywg2us	Sh	utʰáli	up(hill)		utháli	utháli			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_bsiqthtx4a34o	Sh	bū̌r bey	west		buúr bey	buúr bey			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_j4kq7wzzxnity	Sh	qablá	west		qablá	qablá			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_lwdyhxbo2lhyc	Sh	magríb	west		magríb	magríb			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_jnbpl2wvwrze4	Sh	magríb	west		magríb	magríb			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_yxzg3j7i6rmyi	Sh	yō̌no	winter		yoóno	yoóno			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_rawa5fnrfzkmk	Sh	yō̌do	winter		yoódo	yoódo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_luoeme4fnxfku	Sh	yō̌no	winter		yoóno	yoóno			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_uxr32xnsmhdig	Sh	avē̂lo	year		awéelo	awéelo			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_7ybexu5uxosxs	Sh	avē̂lu	year		avéelu	avéelu			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_bl2gdhzvuhtqy	Sh	sum	earth		sum	sum			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_hhw2od3p26wus	Sh	sum	earth		sum	sum			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_xhya26uk7whpa	Sh	sum	earth		sum	sum			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_4w2gaa6lijcoa	Sh	birdí	earth		birdí	birdí			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_yxjr46i3n2t7m	Sh	uzmúke	earth		uzmúke	uzmúke			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_uijfgbrlymyxg	Sh	zamī̂n	earth		zamíin	zamíin			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_d7nnju4od3yoi	Sh	myā̌l	earthquake		myaál	myaál			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_uegtaralyv7ew	Sh	bunílu	earthquake		bunílu	bunílu			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_d3hisibfdtxaa	Sh	zilzilá	earthquake		zilzilá	zilzilá			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_bztfy6qjubeco	Sh	jaŋgál	forest		jaṅgál	jaṅgál			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_gew4z3trkacp2	Sh	nirī̌l	highest summer pasture		niriíl	niriíl			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_qnptkpcourzcy	Sh	niríl	highest summer pasture		niríl	niríl			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_3f4fqbze26wbs	Sh	niríl	highest summer pasture		niríl	niríl			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_ztdrx6qwtjg3s	Sh	mā̌li	highest summer pasture		maáli	maáli			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_vpn2ulxullfco	Sh	ṭʰóko	hill		ṭhóko	ṭhóko			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_2lxo5bef63e6q	Sh	ṭʰóko	hill		ṭhóko	ṭhóko			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_gpkyh4wvjqa5y	Sh	ṭʰóku	hill		ṭhóku	ṭhóku			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_4vfdwc3okfkfo	Sh	tʰúko	hill		thúko	thúko			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_36xyuik4ejmty	Sh	huʦ̣	hill		huc̣	huc̣			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_mc7372eftpjiy	Sh	huʦ̣	hill		huc̣	huc̣			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_3rlrymifdq5fs	Sh	huʦ̣	hill		huc̣	huc̣			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_45rq3tswshjru	Sh	ʦ̣ʰī̂̃ṣ	mountain		c̣híi~ṣ	c̣híi~ṣ			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_qgmpvmk4kvv4s	Sh	ʦ̣ʰī̂ṣ	mountain		c̣híiṣ	c̣híiṣ			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_wtk5xlgopu444	Sh	ʦ̣ʰī̂ṣ	mountain		c̣híiṣ	c̣híiṣ			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_blol6zbwwkij2	Sh	ga	river		ga	ga			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_phzdx54lt3k5o	Sh	ga	river		ga	ga			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_rf35tannzibpq	Sh	gā̂	river		gáa	gáa			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_g4k7xm3jqkuws	Sh	gah	river		gah	gah			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_rzs65fsp735wq	Sh	síŋil	sand		síṅil	síṅil			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_l7oxncmf4ageu	Sh	síŋel	sand		síṅel	síṅel			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_42nrcwqhl54ts	Sh	gī̂ri	stone		gíiri	gíiri			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_didqqmuohryjy	Sh	ʣ̣akún	ass		j̣akún	j̣akún			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_qk4zi523ljjuc	Sh	ẓakún	ass		ẓakún	ẓakún			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_b45cxwyexdie2	Sh	ʣ̣akúṇ	ass		j̣akúṇ	j̣akúṇ			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_wqefezf6zo7eu	Sh	ẓakún	ass		ẓakún	ẓakún			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_37uhfuwhga23a	Sh	ĩʦ̣	bear		i~c̣	i~c̣			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_i5r74n4x757gs	Sh	iʦ̣ʰ	bear		ic̣h	ic̣h			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_dkws7pki7g4pu	Sh	iʦ̣	bear		ic̣	ic̣			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_rdddx3vjfcqja	Sh	iʦ̣	bear		ic̣	ic̣			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_m7amrir2bqdbk	Sh	miŋ	pheasant		miṅ	miṅ			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_gk3zqthqpodao	Sh	jānəvā̂r	bird		jaanəwáar	jaanəwáar			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_6nblivuwlie3k	Sh	cā̂ĩ	bird		cáai~	cáai~			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_rjbqkejlwy3jc	Sh	haráʦ̣in	sparrow		harác̣in	harác̣in			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_aqqz6txadb5ya	Sh	cayā̌	sparrow		cayaá	cayaá			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_cxux2vq2vsu6i	Sh	cái	sparrow		cái	cái			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_rnw45od4lepq2	Sh	dō̂no	bull		dóono	dóono			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_hupd5sqd4xbkw	Sh	dō̂no	bull		dóono	dóono			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_ffgcbaarjscmi	Sh	ḍuḍú̃yo	bumblebee		ḍuḍú~yo	ḍuḍú~yo			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_5ljizgivlvjmk	Sh	guŋgū̂ṭo	bumblebee		guṅgúuṭo	guṅgúuṭo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_oaaup5gvmju4u	Sh	bʰorā̂	bumblebee		bhoráa	bhoráa			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_57dzosxtd3tec	Sh	ẓombū̌	bumblebee		ẓombuú	ẓombuú			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_omj3zk3m5opyk	Sh	bū̂śo	cat (m.)		búušo	búušo			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_kqy6mgu6cb4jo	Sh	píśo	cat (m.)		píšo	píšo			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_i4trgpmloovto	Sh	gáñju	cat (m.)		gáñju	gáñju			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_kvxuizjotausq	Sh	bū̂śi	cat (f.)		búuši	búuši			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_4kshbly2ndudo	Sh	kā̂̃	crow		káa~	káa~			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_4kkheb44c22xm	Sh	qā̂	crow		qáa	qáa			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_447csjqissisu	Sh	śū̂̃	dog		šúu~	šúu~			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_tbeck7fpe3rcy	Sh	śū̂̃	dog		šúu~	šúu~			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_jvxra7wl5wwua	Sh	sū̂̃	dog		súu~	súu~			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_arbweiacuhr2k	Sh	ṭʰū̌l	egg		ṭhuúl	ṭhuúl			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_icowe3z2hiu2y	Sh	ṭʰū̌l	egg		ṭhuúl	ṭhuúl			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_tannbwtaakl7q	Sh	pʰurgū̌	feather		phurguú	phurguú			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_hrrzkwvh4atge	Sh	paʦ̣ʰā̂li	feather		pac̣háali	pac̣háali			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_duougmc4bx5fs	Sh	paʦ̣ʰā̂li	feather		pac̣háali	pac̣háali			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_llin2pptt3xja	Sh	tī̂ri	feather		tíiri	tíiri			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_ami7kmyywi3zi	Sh	chúmu	fish		chúmu	chúmu			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_uqmxlgq7ubcqk	Sh	chúbo	fish		chúbo	chúbo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_zz2hvno57m5oi	Sh	chímɨ	fish		chímɨ	chímɨ			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_dy5iungeo6azg	Sh	chúmo	fish		chúmo	chúmo			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_qaeccepxe5zy2	Sh	chúmo	fish		chúmo	chúmo			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_vemaqafwzhxla	Sh	pī̂̃ʣ̣o	flea		píi~j̣o	píi~j̣o			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_w5gmfegz7baho	Sh	pī̂ẓo	flea		píiẓo	píiẓo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_jn7c45ezmszxm	Sh	chatī̂lu	goat (m.)		chatíilu	chatíilu			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_p27uas2qhztyq	Sh	tʰōṭ	goat (m.)		thooṭ	thooṭ			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_if5nmyyfebtgq	Sh	tʰō̂	goat (m.)		thóo	thóo			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_efv6eikdbt674	Sh	múgar	goat (m.)		múgar	múgar			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_cjdytxj64riqs	Sh	múgar	goat (m.)		múgar	múgar			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_g6n5hc7x3xel2	Sh	á̃ĩ	goat (f.)		á~i~	á~i~			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_qgjeo4t7cpzqm	Sh	karkā̌muś	hen		karkaámuš	karkaámuš			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_3arb7snaqvjdo	Sh	karkā̌muc	hen		karkaámuc	karkaámuc			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_3kreine23bxx2	Sh	kukvī̂̃	hen		kukwíi~	kukwíi~			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_giyctyqpdxpjg	Sh	kokói	hen		kokói	kokói			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_wqi3h6sgvqxog	Sh	á̃śpo	horse		á~špo	á~špo			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_isbejvb72zlyi	Sh	áśpō	horse		ášpoo	ášpoo			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_cvzfpxegubhyc	Sh	á̃śp	horse		á~šp	á~šp			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_7gqv7wzk5xhia	Sh	á̃śɨp	horse		á~šɨp	á~šɨp			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_wc6gpxryf6uuo	Sh	á̃śip	horse		á~šip	á~šip			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_qm4ncvib27byg	Sh	jū̌̃	louse		juú~	juú~			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_qix3ozbkiou72	Sh	jū̌̃	louse		juú~	juú~			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_3izy3bs5sgpbg	Sh	jū̌̃	louse		juú~	juú~			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_srwgl4purjzgi	Sh	jū̌	louse		juú	juú			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
f_xpuf3vpjk7efm	Sh	lī̌ʦ̣	louse (nit)		liíc̣	liíc̣			dialect:Sh:gil:Gilgit	schmidt			unlinked	Shina	dialect:Sh:gil:Gilgit	schmidt									[]	unanchored
f_ithsx2a4kjplg	Sh	lī̌ʦ̣	louse (nit)		liíc̣	liíc̣			dialect:Sh:koh:Kohistani	schmidt			unlinked	Shina	dialect:Sh:koh:Kohistani	schmidt									[]	unanchored
f_6sczfrlcl6yne	Sh	lī̌ʦ̣	louse (nit)		liíc̣	liíc̣			dialect:Sh:gur:Guresi	schmidt			unlinked	Shina	dialect:Sh:gur:Guresi	schmidt									[]	unanchored
f_e6lzqsl356lni	Sh	lī̌ʦ̣	louse (nit)		liíc̣	liíc̣			dialect:Sh:Astor:Astor	schmidt			unlinked	Shina	dialect:Sh:Astor:Astor	schmidt									[]	unanchored
